confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
1415	1	1	1	1	0.10702653332218688	0.17178518741565324	-80.89682598152118	N/A	31.820420139930615	C12H10O2	[M + H3N + H]+	VZQSBJKDSWXLKX	InChI=1S/C12H10O2/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8,13-14H		C1=CC(=CC(=C1)O)C2=CC(=CC=C2)O	2.650686	69165	NORMAN:(NS00014419);COCONUT:(CNP0471973);PUBCHEMANNOTATIONBIO;PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0404420);PUBCHEM:(69165);DSSTox:(DTXSID001031446);PUBMED	137526247490	204.10213	108.76293312072754	1016_mzmine_results_sirius_4661	4661
1416	1	1	1	1	0.10654197181861842	0.12390617714632457	-147.44445332973794	N/A	35.01068720969704	C20H41N	[M + H3N + H]+	DCNHQNGFLVPROM	InChI=1S/C20H41N/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(2)3/h11-12H,4-10,13-20H2,1-3H3	dimethyl-[(Z)-octadec-9-enyl]azanium	CCCCCCCCC=CCCCCCCCCN(C)C	8.2	5357010;5973083;149250657;40768	NORMAN:(NS00024825 NS00102387);PUBCHEM:(5357010 5973083 149250657 40768);DSSTox:(DTXSID70866332 DTXSID9058604);PUBCHEMANNOTATIONSAFETYANDTOXIC	137506324482	313.3584	223.57319756474078	1590_mzmine_results_sirius_6279	6279
1417	1	1	1	1	0.10624309300113968	0.10624309300113968	-223.9339533889777	N/A	40.447695070228505	C22H30N2O5	[M + H3N + H]+	FRVYDNSJJHPSLT	InChI=1S/C22H30N2O5/c1-16-13-24(14-17(2)29-16)20(26)15-28-21(27)22(19-7-5-4-6-8-19)9-11-23(12-10-22)18(3)25/h4-8,16-17H,9-15H2,1-3H3	[2-[(2S,6R)-2,6-dimethylmorpholin-4-yl]-2-oxoethyl] 1-acetyl-4-phenylpiperidine-4-carboxylate	CC1CN(CC(O1)C)C(=O)COC(=O)C2(CCN(CC2)C(=O)C)C3=CC=CC=C3	1.6	8527032;8527033;8527034	PUBCHEM:(8527032 8527033 8527034)	2	420.24888	199.305	1481_mzmine_results_sirius_6053	6053
1418	1	1	1	1	0.10620427314941322	0.10620427314941322	-69.11735269299294	N/A	33.73646053367377	C17H36O8	[M + Na]+	KZOBAZOHRYMZQD	InChI=1S/C17H36O8/c1-2-4-19-6-8-21-10-12-23-14-16-25-17-15-24-13-11-22-9-7-20-5-3-18/h18H,2-17H2,1H3	3,6,9,12,15,18,21-Heptaoxatetracosan-1-ol	CCCOCCOCCOCCOCCOCCOCCOCCO	-0.6	87749800	NORMAN:(NS00076865);PUBCHEM:(87749800);DSSTox:(DTXSID901025456)	137439215618	391.23103	162.36374999999998	1320_mzmine_results_sirius_5692	5692
1419	1	1	1	1	0.10618734367598728	0.10618734367598728	-454.7587629519531	N/A	34.202665948485865	C25H40N4O6	[M + H3N + H]+	OJDBZOSAZHSDPV	InChI=1S/C25H40N4O6/c1-4-5-6-7-8-9-10-11-22(33)29-23(18(3)30)25(35)28-20-16-19(31)14-15-26-21(32)13-12-17(2)27-24(20)34/h8-13,17-20,23,30-31H,4-7,14-16H2,1-3H3,(H,26,32)(H,27,34)(H,28,35)(H,29,33)	Glidobactin F	CCCCCC=CC=CC(=O)NC(C(C)O)C(=O)NC1CC(CCNC(=O)C=CC(NC1=O)C)O	2.0	162981642;162981643;162981644;6444157;139589275;78410515	COCONUT:(CNP0253844);SUPERNATURAL:(SN0266835);MESH:(6444157);PUBCHEM:(162981642 162981643 162981644 6444157 139589275 78410515);KNAPSACK:(OJDBZOSAZHSDPV-UHFFFAOYSA-N);PUBMED	3145814	510.32931	77.22	708_mzmine_results_sirius_3239	3239
1420	1	1	1	1	0.10602140633658821	0.10602140633658821	-375.06453216576034	N/A	70.61730178546449	C14H24N2O4S	[M + H3N + H]+	ILYOTNJRUHYBJK	InChI=1S/C14H24N2O4S/c1-9(2)6-10(13(19)20-5)15-12(18)11-7-21-14(3,4)16(11)8-17/h8-11H,6-7H2,1-5H3,(H,15,18)	methyl 2-[(3-formyl-2,2-dimethyl-1,3-thiazolidin-4-yl)formamido]-4-methylpentanoate	CC(C)CC(C(=O)OC)NC(=O)C1CSC(N1C=O)(C)C	1.9	16395854;102090153;1575438;1575440;1575442;1575444;3702276	SUPERNATURAL:(SN0149162);COCONUT:(CNP0363505);PUBCHEM:(16395854 102090153 1575438 1575440 1575442 1575444 3702276)	3145730	334.1797	83.3809375	785_mzmine_results_sirius_3526	3526
1421	1	1	1	1	0.10575387585508512	0.10575387585508512	-225.86811071714965	N/A	150.48805879382815	C11H22N2O4	[M + H]+	NKXGAOCVXRXULI	InChI=1S/C11H22N2O4/c12-8(10(14)15)6-4-2-1-3-5-7-9(13)11(16)17/h8-9H,1-7,12-13H2,(H,14,15)(H,16,17)	Diamino-nonanedicarboxylic acid	C(CCCC(C(=O)O)N)CCCC(C(=O)O)N	-3.9	119057601;121488750	MESH:(121488750);PUBCHEM:(119057601 121488750);PUBMED	70	247.16469	70.0575	629_mzmine_results_sirius_2884	2884
1422	1	1	1	1	0.10563976044337839	0.10563976044337839	-249.89565651237032	N/A	81.39515658817389	C13H11NO3	[M + H3N + H]+	SJBFZHNCSGBLEK	InChI=1S/C13H11NO3/c15-11-4-1-9(2-5-11)7-10-3-6-12(13(16)17)14-8-10/h1-6,8,15H,7H2,(H,16,17)	Phenopicolinic Acid	C1=CC(=CC=C1CC2=CN=C(C=C2)C(=O)O)O	2.3	3043792	COCONUT:(CNP0210937);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0346844);PUBCHEM:(3043792);LOTUS:(Q7181395);DSSTox:(DTXSID00204687);KNAPSACK:(SJBFZHNCSGBLEK-UHFFFAOYSA-N);PUBMED	137777643602	247.10801	64.4	600_mzmine_results_sirius_2798	2798
1423	1	1	1	1	0.1055757076399829	0.1055757076399829	-115.12614001904981	N/A	62.516865281964925	C10H16O2	[M + H]+	IKCSRILZGJCOGF	InChI=1S/C10H16O2/c1-9(2)5-4-6-10(3)7-12-8-11/h5,7-8H,4,6H2,1-3H3	2,6-Dimethylhepta-1,5-dienyl formate	CC(=CCCC(=COC=O)C)C	3.3	101764367;123993813	PUBCHEM:(101764367 123993813);CHEBI:(138375);PUBCHEMANNOTATIONDRUG	33554466	169.12237	202.1275	1499_mzmine_results_sirius_6086	6086
1424	1	1	1	1	0.10546118798025553	0.10546118798025553	-283.32381771636403	N/A	25.896939997567152	C34H64N6O8	[M + Na]+	BNUCFGWGXNIGFZ	InChI=1S/C34H64N6O8/c1-17(2)12-23(25(41)15-27(35)43)37-32(46)22(11)36-29(45)16-26(42)24(13-18(3)4)38-33(47)31(21(9)10)40-34(48)30(20(7)8)39-28(44)14-19(5)6/h17-26,30-31,41-42H,12-16H2,1-11H3,(H2,35,43)(H,36,45)(H,37,46)(H,38,47)(H,39,44)(H,40,48)	null	CC(C)CC(C(CC(=O)N)O)NC(=O)C(C)NC(=O)CC(C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)O	2.1800997	""	""	0	707.46738	90.1325	884_mzmine_results_sirius_4032	4032
1425	1	1	1	1	0.10539870306333736	0.10539870306333736	-660.227444968118	N/A	27.179944625643593	C28H40N2O6	[M + Na]+	AOQQOEQINNPMNK	InChI=1S/C28H40N2O6/c1-18(10-7-8-11-19(2)31)25-17-24(32)20(3)26(33)29-22(16-21-12-5-4-6-13-21)27(34)30-15-9-14-23(30)28(35)36-25/h4-6,12-13,18,20,22-25,32H,7-11,14-17H2,1-3H3,(H,29,33)	Acremolide B	CC1C(CC(OC(=O)C2CCCN2C(=O)C(NC1=O)CC3=CC=CC=C3)C(C)CCCCC(=O)C)O	3.3	74333798;50916737;162845013;162845014;162845015;24853812	COCONUT:(CNP0106005);SUPERNATURAL:(SN0011194);MESH:(24853812);PUBCHEM:(74333798 50916737 162845013 162845014 162845015 24853812);LOTUS:(Q104915888);KNAPSACK:(AOQQOEQINNPMNK-UHFFFAOYSA-N);PUBMED	271581270	523.2766	58.04	465_mzmine_results_sirius_2200	2200
1426	1	1	1	1	0.105277297785496	0.105277297785496	-240.31355079527134	N/A	12.782774932809842	C36H30N6O6	[M + Na]+	LVYOFVMDSUZHSL	InChI=1S/C36H30N6O6/c1-37-25-10-22-13-28(16-25)40(4)35(47)23-11-26-18-30(14-23)42(6)36(48)24-12-27(17-29(15-24)41(5)34(22)46)39(3)33(45)21-8-19(31(37)43)7-20(9-21)32(44)38(26)2/h7-18H,1-6H3	1,8,15-Trimethyl-5,12,19-[(1,3,5-benzenetriyl)tricarbonyltri(methylimino)]-7,3:14,10:21,17-trimetheno-1,8,15-triazacyclohenicosane-4,6,11,13,18,20-hexaene-2,9,16-trione	CN1C2=CC3=CC(=C2)C(=O)N(C4=CC5=CC(=C4)N(C(=O)C6=CC(=CC(=C6)C(=O)N(C7=CC(=CC(=C7)C(=O)N3C)N(C5=O)C)C)C1=O)C)C	2.3	101404838	PUBCHEM:(101404838)	2	665.21228	167.825	1332_mzmine_results_sirius_5728	5728
1427	1	1	1	1	0.10494974202658104	0.10494974202658104	-155.83111602430833	N/A	32.45161778534798	C11H25NO2Si	[M + H]+	CWFUQGVRFYEKQZ	InChI=1S/C11H25NO2Si/c1-8(2)9(10(13)14)12-15(6,7)11(3,4)5/h8-9,12H,1-7H3,(H,13,14)	(2S)-2-[[tert-butyl(dimethyl)silyl]amino]-3-methylbutanoic acid	CC(C)C(C(=O)O)N[Si](C)(C)C(C)(C)C	3.0099247	15706345	PUBCHEM:(15706345)	2	232.17381	51.2575	372_mzmine_results_sirius_1808	1808
1428	1	1	1	1	0.1048796897040949	0.1048796897040949	-549.7772016861736	N/A	18.48035480867332	C54H54O8	[M + H]+	HTZPMXGTNAFOND	InChI=1S/C54H54O8/c1-33(2)43-20-16-35-17-21-44-39(28-35)14-8-9-25-54(3)51(61-53(43)57)50(48-46(62-54)23-19-40-31-41(24-26-58-4)52(56)60-49(40)48)59-47(55)32-42-30-38(18-22-45(42)44)37-15-10-13-36(29-37)27-34-11-6-5-7-12-34/h5-7,10-13,15,17,19,21,23,28-29,31,38,42,45,50-51H,14,16,18,20,22,24-27,30,32H2,1-4H3	27-(3-benzylphenyl)-6-(2-methoxyethyl)-13-methyl-36-(propan-2-ylidene)-4,12,32,34-tetraoxaheptacyclo[18.12.6.0²,¹¹.0³,⁸.0¹³,³³.0¹⁸,²³.0²⁴,²⁹]octatriaconta-2,6,8,10,18,20,22-heptaen-15-yne-5,31,35-trione	CC(=C1CCC2=CC3=C(C=C2)C4CCC(CC4CC(=O)OC5C(C(CC#CC3)(OC6=C5C7=C(C=C6)C=C(C(=O)O7)CCOC)C)OC1=O)C8=CC=CC(=C8)CC9=CC=CC=C9)C	11.2	162790891;162790892	SUPERNATURAL:(SN0135380);COCONUT:(CNP0006137);PUBCHEM:(162790891 162790892)	3145730	831.39132	209.925625	1524_mzmine_results_sirius_6143	6143
1429	1	1	1	1	0.10466437073518434	0.10466437073518434	-168.66497586245947	N/A	13.013300201540181	C9H12FNO2	[M + H]+	KDTVDWYLJILYCT	InChI=1S/C9H12FNO2/c1-3-7(10)5-4-6(2)8(11)9(12)13/h3-5,8H,1,11H2,2H3,(H,12,13)	2-Amino-6-fluoro-3-methylocta-3,5,7-trienoic acid	CC(=CC=C(C=C)F)C(C(=O)O)N	-0.8	123229879	PUBCHEM:(123229879)	2	186.09153	94.72999999999999	893_mzmine_results_sirius_4064	4064
1430	1	1	1	1	0.10447123608996602	0.10447123608996602	-432.2937987499529	N/A	18.035304263386493	C17H23NO3	[M + H]+	GQIJGKOVAXJAQV	InChI=1S/C17H23NO3/c1-12(2)7-9-18(10-8-13(3)4)14-5-6-16(19)15(11-14)17(20)21/h5-8,11,19H,9-10H2,1-4H3,(H,20,21)	5-[Bis(3-methylbut-2-en-1-yl)amino]-2-hydroxybenzoic acid	CC(=CCN(CC=C(C)C)C1=CC(=C(C=C1)O)C(=O)O)C	3.4769537	138100637	MESH:(138100637);PUBCHEM:(138100637);PUBMED	70	290.17523	178.443125	1400_mzmine_results_sirius_5882	5882
1431	1	1	1	1	0.10425440665566893	0.10425440665566893	-308.44825636273396	N/A	18.094852277748465	C26H39NO2	[M + H]+	LPMIDEKWTWDEQA	InChI=1S/C26H39NO2/c1-8-19(4)14-21(6)16-22(7)15-20(5)11-9-10-12-25(28)24-17-23(13-18(2)3)27-26(24)29/h8,10,12,14,16-18,20,27,29H,9,11,13,15H2,1-7H3	(3Z)-3-[(2E,6R,8E,10E,12E)-1-hydroxy-6,8,10,12-tetramethyltetradeca-2,8,10,12-tetraen-1-ylidene]-5-(2-methylpropyl)-2,3-dihydro-1H-pyrrol-2-one	CC=C(C)C=C(C)C=C(C)CC(C)CCC=CC(=O)C1=C(NC(=C1)CC(C)C)O	9.1	155903266	PUBCHEM:(155903266);CHEBI:(169931);PUBCHEMANNOTATIONDRUG	33554466	398.30567	355.07546875	1974_mzmine_results_sirius_7162	7162
1432	1	1	1	1	0.104083915774878	0.14889872266983367	-332.7395225718957	N/A	27.963352134307385	C18H23NO3	[M + H3N + H]+	MRUXVACSRPRMSN	InChI=1S/C18H23NO3/c1-14(2)12-19-18(20)8-6-4-3-5-7-15-9-10-16-17(11-15)22-13-21-16/h5-11,14H,3-4,12-13H2,1-2H3,(H,19,20)	7-(2H-1,3-benzodioxol-5-yl)-N-(2-methylpropyl)hepta-2,6-dienamide	CC(C)CNC(=O)C=CCCC=CC1=CC2=C(C=C1)OCO2	4.0204697	15596445;73198836	COCONUT:(CNP0401321);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0032654);CHEBI:(141546);SUPERNATURAL:(SN0233708);PUBCHEM:(15596445 73198836);FooDB:(FDB010604);LOTUS:(Q76506752);DSSTox:(DTXSID901318594);PUBCHEMANNOTATIONDRUG	138297737258	319.2017	145.71875	1247_mzmine_results_sirius_5551	5551
1433	1	1	1	1	0.10401300551693168	0.10401300551693168	-291.74961154313695	N/A	17.93887700174761	C14H15NO3	[M + H3N + H]+	OSJUOSSPXFWTKQ	InChI=1S/C14H15NO3/c15-9-10-17-12-5-7-14(8-6-12)18-13-3-1-11(16)2-4-13/h1-8,16H,9-10,15H2	4-[4-(2-Aminoethoxy)phenoxy]phenol	C1=CC(=CC=C1O)OC2=CC=C(C=C2)OCCN	2.1	139596467	NORMAN:(NS00067370);PUBCHEM:(139596467);DSSTox:(DTXSID401028693);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEMANNOTATIONDRUG	137539878914	263.14022	64.9	554_mzmine_results_sirius_2595	2595
1434	1	1	1	1	0.10399018994954998	0.10399018994954998	-445.56397134302574	N/A	55.10756127721604	C18H24N2O5	[M + H]+	RMPUPQMKXGKXSG	InChI=1S/C18H24N2O5/c1-12(2)15(17(22)23)19-16(21)14-9-6-10-20(14)18(24)25-11-13-7-4-3-5-8-13/h3-5,7-8,12,14-15H,6,9-11H2,1-2H3,(H,19,21)(H,22,23)	Carbobenzyloxy-L-prolyl-L-valine	CC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)OCC2=CC=CC=C2	2.2409413	92145389;44725560;36688385;73512;290298;73900073;73910898	NORMAN:(NS00049699);PUBCHEM:(92145389 44725560 36688385 73512 290298 73900073 73910898);DSSTox:(DTXSID50943791)	137439215618	349.17571	148.54453125	1259_mzmine_results_sirius_5577	5577
1435	1	1	1	1	0.10398419113328312	0.10398419113328312	-125.65242503479097	N/A	68.81044477378025	C4H6FN3O	[M + H3N + H]+	HIZCYNRZPKCJEU	InChI=1S/C4H6FN3O/c1-7-3(5)6-8(2)4(7)9/h1-2H3	5-Fluoro-2,4-dimethyl-1,2,4-triazol-3-one	CN1C(=NN(C1=O)C)F	0.1	54051530	PUBCHEM:(54051530)	2	149.08237	473.2513519528508	2140_mzmine_results_sirius_7430	7430
1436	1	1	1	1	0.10340162471609919	0.10340162471609919	-506.76575494830604	N/A	57.05804347869109	C35H41N5O8	[M + H]+	XQTVLKBKUIUZEC	InChI=1S/C35H41N5O8/c1-19(2)33(34(45)39-20(3)4)40-32(44)17-38-31(43)16-37-30(42)15-36-29(41)12-11-23-21(5)24-13-25-26(22-9-7-6-8-10-22)18-47-27(25)14-28(24)48-35(23)46/h6-10,13-14,18-20,33H,11-12,15-17H2,1-5H3,(H,36,41)(H,37,42)(H,38,43)(H,39,45)(H,40,44)	3-methyl-2-(2-{2-[2-(3-{5-methyl-7-oxo-3-phenyl-7H-furo[3,2-g]chromen-6-yl}propanamido)acetamido]acetamido}acetamido)-N-(propan-2-yl)butanamide	CC1=C(C(=O)OC2=CC3=C(C=C12)C(=CO3)C4=CC=CC=C4)CCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C)C	2.9	42648641;74836617	SUPERNATURAL:(SN0437507);COCONUT:(CNP0394837);PUBCHEM:(42648641 74836617)	3145730	660.30309	40.388906250000005	243_mzmine_results_sirius_1237	1237
1437	1	1	1	1	0.10267100696052488	0.10267100696052488	-365.7406637470497	N/A	44.13740954481651	C17H32NO7P	[M + H]+	IGWYWXWVELYBTA	InChI=1S/C17H32NO7P/c1-11(2)24-26(22,25-12(3)4)10-13(5)9-14(15(19)20)18-16(21)23-17(6,7)8/h9,11-12,14H,10H2,1-8H3,(H,18,21)(H,19,20)	(2R)-2-tert.-butoxycarbonylamino-5-diisopropylphosphono-4-methyl-3-pentenoic acid	CC(C)OP(=O)(CC(=CC(C(=O)O)NC(=O)OC(C)(C)C)C)OC(C)C	2.5	86745097	PUBCHEM:(86745097)	2	394.19772	110.87741944789886	1034_mzmine_results_sirius_4747	4747
1438	1	1	1	1	0.10262903817097514	0.10262903817097514	-270.947861464335	N/A	182.29958271444383	C22H40O5	[M + H]+	ADSNWNLTMACUJU	InChI=1S/C22H40O5/c1-2-3-5-9-17-13-14-18(21(25)16-17)10-6-4-7-11-19(22(26)27)20(24)12-8-15-23/h13-14,17-21,23-25H,2-12,15-16H2,1H3,(H,26,27)	2-(1,4-dihydroxybutyl)-7-(6-hydroxy-4-pentylcyclohex-2-en-1-yl)heptanoic acid	CCCCCC1CC(C(C=C1)CCCCCC(C(CCCO)O)C(=O)O)O	4.7	162833653;162833654	SUPERNATURAL:(SN0002865);COCONUT:(CNP0095644);PUBCHEM:(162833653 162833654)	3145730	385.29493	331.4981266333908	1916_mzmine_results_sirius_7020	7020
1439	1	1	1	1	0.1024825404727444	0.1024825404727444	-201.8605449742845	N/A	36.311660871049405	C16H27NO3	[M + H3N + H]+	APEYOZAQXPPQIM	InChI=1S/C16H27NO3/c1-9(2)8-11-12(16(11,5)6)14(18)17-13(10(3)4)15(19)20-7/h8,10-13H,1-7H3,(H,17,18)	methyl (2S)-2-[[2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarbonyl]amino]-3-methylbutanoate	CC(C)C(C(=O)OC)NC(=O)C1C(C1(C)C)C=C(C)C	3.5	60352024	PUBCHEM:(60352024)	2	299.23301	169.985	1353_mzmine_results_sirius_5775	5775
1440	1	1	1	1	0.10246188496676606	0.12314023034411306	-211.87392783862222	N/A	36.58741120332722	C19H24O2	[M + H3N + H]+	CZCLTCVIZZPPBW	InChI=1S/C19H24O2/c1-2-3-4-5-6-19(15-7-11-17(20)12-8-15)16-9-13-18(21)14-10-16/h7-14,19-21H,2-6H2,1H3	4-[1-(4-Hydroxyphenyl)heptyl]phenol	CCCCCCC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	6.2	22027196	NORMAN:(NS00006980);PUBCHEM:(22027196)	262146	302.2115	252.8613259076048	1695_mzmine_results_sirius_6523	6523
1441	1	1	1	1	0.10238788525731446	0.10238788525731446	-412.6301661024946	N/A	68.74316824701398	C14H24N2O6S	[M + H3N + H]+	PIBDLFSMWIKWTO	InChI=1S/C14H24N2O6S/c1-20-11(17)7-5-4-6-10-12(16-14(19)22-3)9(8-23-10)15-13(18)21-2/h9-10,12H,4-8H2,1-3H3,(H,15,18)(H,16,19)	methyl 5-{3,4-bis[(methoxycarbonyl)amino]thiolan-2-yl}pentanoate	COC(=O)CCCCC1C(C(CS1)NC(=O)OC)NC(=O)OC	1.2	7075010;7188588;7302193;7302194;645873;98170543;25716138	SUPERNATURAL:(SN0286008);COCONUT:(CNP0361115);PUBCHEM:(7075010 7188588 7302193 7302194 645873 98170543 25716138);PUBMED	3145794	366.1696	37.31	172_mzmine_results_sirius_826	826
1442	1	1	1	1	0.1022114213089996	0.1022114213089996	-149.08931913783024	N/A	24.600503953006054	C18H20O	[M + H3N + H]+	GSUNCNFQKZBVCL	InChI=1S/C18H20O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h2-18H,1H3	Octadecaoctenal	CC=CC=CC=CC=CC=CC=CC=CC=CC=O	5.1	101118435	LIPIDMAPS:(LMFA06000270);PUBCHEM:(101118435)	2147483650	270.18451	221.94136840820312	1589_mzmine_results_sirius_6278	6278
1443	1	1	1	1	0.10191350794198065	0.10191350794198065	-180.6311269927621	N/A	49.20293193369435	C13H24N2O5S2	[M + H]+	YYWWYRDBMXRYOB	InChI=1S/C13H24N2O5S2/c1-5-19-12(20-6-2)8-14(7-11(17-3)18-4)15-10(16)9-22-13(15)21/h11-12H,5-9H2,1-4H3	3-[(2,2-Diethoxyethyl)(2,2-dimethoxyethyl)amino]-2-sulfanylidene-1,3-thiazolidin-4-one	CCOC(CN(CC(OC)OC)N1C(=O)CSC1=S)OCC	1.6	138957636	PUBCHEM:(138957636)	2	353.12107	339.8796008437872	1931_mzmine_results_sirius_7059	7059
1444	1	1	1	1	0.1015659876782695	0.10139447181777897	-122.69478167403328	N/A	13.259114836596332	C5H10FNO	[M + H]+	PTADWVWHEAQYBB	InChI=1S/C5H10FNO/c6-5(4-7)2-1-3-8/h2,8H,1,3-4,7H2	(Z)-5-amino-4-fluoropent-3-en-1-ol	C(CO)C=C(CN)F	-0.7	130828984;153736740	PUBCHEM:(130828984 153736740)	2	120.08052	65.26875	561_mzmine_results_sirius_2627	2627
1445	1	1	1	1	0.10129363595490361	0.10129363595490361	-307.14683571148225	N/A	40.04917069690823	C12H20N2O4	[M + Na]+	KCHBZKXCYRHBDY	InChI=1S/C12H20N2O4/c13-3-1-5-15-7-9-17-11-12-18-10-8-16-6-2-4-14/h1-2,5-12H2	4,7,10,13-Tetraoxahexadecanedinitrile	C(COCCOCCOCCOCCC#N)C#N	-1.0	93786	NORMAN:(NS00033778);PUBCHEM:(93786);DSSTox:(DTXSID60206440);TRAIN	137439232002	279.13173	93.76353515625	882_mzmine_results_sirius_4023	4023
1446	1	1	1	1	0.10044346461384256	0.10044346461384256	-423.05287066304373	N/A	23.623587010675056	C28H44N4O6	[M + H]+	IIVQKDSRRMAXPK	InChI=1S/C28H44N4O6/c1-16(2)19-11-14-32(22(19)25(35)30-20(15-17-9-10-17)23(33)24(29)34)26(36)21(18-7-5-4-6-8-18)31-27(37)38-28(3)12-13-28/h16-22H,4-15H2,1-3H3,(H2,29,34)(H,30,35)(H,31,37)	(1-methylcyclopropyl) N-[(1S)-2-[(2S)-2-[(4-amino-1-cyclopropyl-3,4-dioxobutan-2-yl)carbamoyl]-3-propan-2-ylpyrrolidin-1-yl]-1-cyclohexyl-2-oxoethyl]carbamate	CC(C)C1CCN(C1C(=O)NC(CC2CC2)C(=O)C(=O)N)C(=O)C(C3CCCCC3)NC(=O)OC4(CC4)C	4.0	163646728	PUBCHEM:(163646728)	2	533.33795	213.988251953125	1538_mzmine_results_sirius_6169	6169
1447	1	1	1	1	0.10011151029295196	0.10011151029295196	-333.0586732812092	N/A	20.073955134101382	C10H15NO2S	[M + H3N + H]+	ZAHOEBNYVSWBBW	InChI=1S/C10H15NO2S/c1-9(2)7-3-4-10(9)6-14(12,13)11-8(10)5-7/h7H,3-6H2,1-2H3	(6R)-8,8-Dimethyl-4,5,6,7-tetrahydro-3a,6-methano-2lambda~6~-2lambda~6~,1-benzothiazole-2,2(3H)-dione	CC1(C2CCC13CS(=O)(=O)N=C3C2)C	1.1	16211554;719800;719802;45925640;44630210;44630211;13619562;98045278;362687	NORMAN:(NS00007218);PUBCHEM:(16211554 719800 719802 45925640 44630210 44630211 13619562 98045278 362687);DSSTox:(DTXSID40659879);PUBCHEMANNOTATIONSAFETYANDTOXIC	137506324482	231.11629	91.235	852_mzmine_results_sirius_3886	3886
1448	1	1	1	1	0.10006101274707654	0.10006101274707654	-280.5669104560329	N/A	80.80143615464488	C13H18O5	[M + H]+	ZJPNWNNXUHAYDP	InChI=1S/C13H18O5/c1-3-5-9(14)12-8(13(16)17)7-10(15)11(18-12)6-4-2/h3-7,9-12,14-15H,1-2H3,(H,16,17)	Waol Acid	CC=CC1C(C=C(C(O1)C(C=CC)O)C(=O)O)O	0.1	102367306;162963041	SUPERNATURAL:(SN0472148);COCONUT:(CNP0234362);PUBCHEM:(102367306 162963041)	3145730	255.12265	230.24	1625_mzmine_results_sirius_6378	6378
1449	1	1	1	1	0.09979674640182382	0.09979674640182382	-164.04993209356246	N/A	19.042986659999652	C10H12N6	[M + H]+	LIPTWGBCTXWUCL	InChI=1S/C10H12N6/c11-5-7-1-3-8(4-2-7)6-15-10(14)16-9(12)13/h1-4H,6H2,(H6,12,13,14,15,16)	2-[(4-Cyanophenyl)methyl]-1-(diaminomethylidene)guanidine	C1=CC(=CC=C1CN=C(N)N=C(N)N)C#N	-0.5	6924175;2730275	NORMAN:(NS00016586);PUBCHEM:(6924175 2730275);PUBMED	262210	217.1194	492.7	2170_mzmine_results_sirius_7504	7504
1450	1	1	1	1	0.09968388051796247	0.09968388051796247	-388.18430064113846	N/A	13.883035113264572	C28H32N2O4	[M + Na]+	PMLGGWDNKDLHNU	InChI=1S/C28H32N2O4/c1-13(21-19(31)11-17-23(21)27(17,3)4)29-25(33)15-7-9-16(10-8-15)26(34)30-14(2)22-20(32)12-18-24(22)28(18,5)6/h7-10,17-18,23-24H,11-12H2,1-6H3,(H,29,33)(H,30,34)	N1,N4-bis(1-{6,6-dimethyl-3-oxobicyclo[3.1.0]hexan-2-ylidene}ethyl)benzene-1,4-dicarboxamide	CC(=C1C2C(C2(C)C)CC1=O)NC(=O)C3=CC=C(C=C3)C(=O)NC(=C4C5C(C5(C)C)CC4=O)C	4.1	16402376;162900860;135632044;3651778	SUPERNATURAL:(SN0289437);COCONUT:(CNP0168909);PUBCHEM:(16402376 162900860 135632044 3651778)	3145730	483.22529	92.61439453125001	866_mzmine_results_sirius_3951	3951
1451	1	1	1	1	0.09941141286494008	0.09941141286494008	-339.1500606301913	N/A	45.010099673428044	C18H34O5S	[M + H]+	JEXDTYLVDKNUPY	InChI=1S/C18H34O5S/c1-2-3-4-5-6-8-11-14-17(24(21,22)23)15-12-9-7-10-13-16-18(19)20/h14H,2-13,15-16H2,1H3,(H,19,20)(H,21,22,23)	9-Sulfooctadec-9-enoic acid	CCCCCCCCC=C(CCCCCCCC(=O)O)S(=O)(=O)O	5.6	6437502;6437715;109738	NORMAN:(NS00062935);PUBCHEM:(6437502 6437715 109738);DSSTox:(DTXSID4071920 DTXSID7071236)	137439215618	363.22017	297.27312500000005	1815_mzmine_results_sirius_6771	6771
