structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	1	0.5279966755014902	0.6409340771511688	-70.71329416686756	nul	33.832	C17H23NO2	[M + H]+	C17H24NO2+	IWNHLHJZIFVFOS	InChI=1S/C17H23NO2/c1-2-3-4-5-6-7-10-14-13-17(19)15-11-8-9-12-16(15)18(14)20/h8-9,11-13,20H,2-7,10H2,1H3	1-hydroxy-2-octylquinolin-4(1H)-one	CCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O	5.100	44423216	SUPERNATURAL:(SN0372828);PUBCHEM:(44423216);LOTUS:(Q104198309);DSSTox:(DTXSID30658972);hydquinrelated:();PUBMED	154888306754	274.180	214	567751134438436832	567749495866451426	6171
1	1	0.4191049138206422	0.5364387575830372	-65.71450855067376	nul	16.012	C17H37NO2	[M + H]+	C17H38NO2+	PGNNMVAZUOZRSM	InChI=1S/C17H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-18(14-16-19)15-17-20/h19-20H,2-17H2,1H3	2-[2-Hydroxyethyl(tridecyl)amino]ethanol	CCCCCCCCCCCCCN(CCO)CCO	5.000	109646	NORMAN:(NS00076867);PUBCHEM:(109646);DSSTox:(DTXSID30867507)	137439215618	288.290	214	567751173948780805	567749495883228646	6172
1	1	0.15471492670537018	0.15471492670537018	-284.78986937281144	nul	73.741	C16H21NO3	[M + H3N + H]+	C16H25N2O3+	OOWYMHDWBQTCOX	InChI=1S/C16H21NO3/c1-2-3-4-5-6-13-7-9-14(10-8-13)17-15(18)11-12-16(19)20/h7-12H,2-6H2,1H3,(H,17,18)(H,19,20)	(2Z)-3-[(4-hexylphenyl)carbamoyl]prop-2-enoic acid	CCCCCCC1=CC=C(C=C1)NC(=O)C=CC(=O)O	3.800	23635730	PUBCHEMANNOTATIONBIO;PUBCHEM:(23635730);PUBMED	16777282	293.186	215	567751218911720046	567749495929366002	6176
1	3	0.37115633025024264	0.37115633025024264	-273.598711772236	nul	22.349	C32H48N2O4	[M + Na]+	C32H48N2NaO4+	HDUQIMYDPKDXRY	InChI=1S/C32H48N2O4/c1-3-5-25-37-29-21-17-27(18-22-29)33-31(35)15-13-11-9-7-8-10-12-14-16-32(36)34-28-19-23-30(24-20-28)38-26-6-4-2/h17-24H,3-16,25-26H2,1-2H3,(H,33,35)(H,34,36)	N,N'-bis(4-butoxyphenyl)dodecanediamide	CCCCOC1=CC=C(C=C1)NC(=O)CCCCCCCCCCC(=O)NC2=CC=C(C=C2)OCCCC	8.200	3405869	SUPERNATURAL:(SN0122885);PUBCHEM:(3405869)	1048578	547.354	214	567751131645030324	567749495958726138	6180
1	2	0.3040277460796475	0.3040277460796475	-117.3151969801813	nul	19.301	C14H26O5	[M + H]+	C14H27O5+	LOTZOIWSPWSBCZ	InChI=1S/C14H26O5/c1-3-5-15-7-9-17-11-13-19-14-12-18-10-8-16-6-4-2/h3-4H,1-2,5-14H2	4,7,10,13,16-Pentaoxanonadeca-1,18-diene	C=CCOCCOCCOCCOCCOCC=C	0.800	534529	NORMAN:(NS00095797);PUBCHEM:(534529);DSSTox:(DTXSID60880668);PUBCHEMANNOTATIONSAFETYANDTOXIC	137506324482	275.184	217	567751141082214451	567749496004863494	6184
1	1	0.3522247304758134	0.45459258504302336	-79.06924735021254	nul	4.429	C14H31N	[M + H]+	C14H32N+	PLZVEHJLHYMBBY	InChI=1S/C14H31N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-15H2,1H3	Tetradecylamine	CCCCCCCCCCCCCCN	5.029	15687967;16217;71308881	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0258887);BloodExposome:(16217);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0289089);MESH:(16217);PUBCHEM:(15687967 16217 71308881);NORMAN:(NS00009560 NS00082347);COCONUT:(CNP0079841);CHEBI:(165595);LOTUS:(Q27284979);DSSTox:(DTXSID20745683 DTXSID70939757 DTXSID9040768);PUBMED	137798877294	214.253	219	567751206517551664	567749496021640714	6185
1	1	0.1680553023655168	0.1680553023655168	-414.60312401949756	nul	37.016	C20H30N2O3	[M + H]+	C20H31N2O3+	SFNQOUPTRTZECM	InChI=1S/C20H30N2O3/c1-2-17-13-22(20(24)12-16-6-4-3-5-7-16)19(15-23)18(17)14-21-8-10-25-11-9-21/h3-7,17-19,23H,2,8-15H2,1H3	1-[(2S,3S,4S)-4-ethyl-2-(hydroxymethyl)-3-(morpholin-4-ylmethyl)pyrrolidin-1-yl]-2-phenylethanone	CCC1CN(C(C1CN2CCOCC2)CO)C(=O)CC3=CC=CC=C3	1.500	138990729	SUPERNATURAL:(SN0344103);PUBCHEM:(138990729)	1048578	347.233	217	567751149743452299	567749496046806542	6186
1	1	0.5555845679790137	0.5555845679790137	-107.32772544524578	nul	66.204	C18H23NO2	[M + H]+	C18H24NO2+	LOUOCBKBIWBTTR	InChI=1S/C18H23NO2/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19(15)21/h8-14,21H,2-7H2,1H3	(E)-1-Hydroxy-2-(Non-1-En-1-Yl)Quinolin-4-One	CCCCCCCC=CC1=CC(=O)C2=CC=CC=C2N1O	5.400	85960509;129626647	SUPERNATURAL:(SN0211369);COCONUT:(CNP0081756);PUBCHEM:(85960509 129626647);hydquinrelated:();CHEBI:(137441)	17183014946	286.180	216	567751236364219151	567749496067778066	6187
1	1	0.1844993221011688	0.1844993221011688	-271.9877502906165	nul	41.914	C35H46N2O4	[M + H]+	C35H47N2O4+	QRGAFBZECRILKC	InChI=1S/C35H46N2O4/c1-3-5-7-9-11-13-15-17-32-36-30-21-19-26(24-28(30)34(38)40-32)23-27-20-22-31-29(25-27)35(39)41-33(37-31)18-16-14-12-10-8-6-4-2/h19-22,24-25H,3-18,23H2,1-2H3	6,6'-methanediylbis(2-nonyl-4H-3,1-benzoxazin-4-one)	CCCCCCCCCC1=NC2=C(C=C(C=C2)CC3=CC4=C(C=C3)N=C(OC4=O)CCCCCCCCC)C(=O)O1	10.700	5021319	PUBCHEM:(5021319)	2	559.353	217	567751243079299946	567749496084555286	6189
1	1	0.16505056358234627	0.16505056358234627	-33.8291002501202	nul	20.087	C9H18Cl3O4P	[M + H]+	C9H19Cl3O4P+	GTRSAMFYSUBAGN	InChI=1S/C9H18Cl3O4P/c1-7(10)4-14-17(13,15-5-8(2)11)16-6-9(3)12/h7-9H,4-6H2,1-3H3	Tris(2-chloropropyl) phosphate	CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl	2.600	91865019;91865021;91865022;22522	NORMAN:(NS00073946 NS00102184);PUBCHEMANNOTATIONBIO;HMDB:(HMDB0259277);BloodExposome:(22522);PUBCHEMANNOTATIONSAFETYANDTOXIC;MESH:(22522);PUBCHEM:(91865019 91865021 91865022 22522);DSSTox:(DTXSID3027615);PUBMED	137527296078	327.008	217	567751213115191871	567749496105526810	6196
1	4	0.11558168619827092	0.11558168619827092	-193.05632598981302	nul	24.359	C10H12ClN2O5P	[M + Na]+	C10H12ClN2NaO5P+	NAYVUMVPONYZEA	InChI=1S/C10H12ClN2O5P/c11-19(16,12-5-7-17-8-6-12)18-10-3-1-9(2-4-10)13(14)15/h1-4H,5-8H2	4-[Chloro-(4-nitrophenoxy)phosphoryl]morpholine	C1COCCN1P(=O)(OC2=CC=C(C=C2)[N+](=O)[O-])Cl	1.700	98465111;98465112;71310200	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(98465111 98465112 71310200)	67108866	329.005	218	567751225903624897	567749496122304030	6197
1	3	0.4552114182976696	0.4552114182976696	-375.8227243403259	nul	7.892	C31H46N2O4	[M + Na]+	C31H46N2NaO4+	FGPLZFKYAPGZHY	InChI=1S/C31H46N2O4/c1-3-5-7-12-24-36-28-20-16-26(17-21-28)30(32-34)14-10-9-11-15-31(33-35)27-18-22-29(23-19-27)37-25-13-8-6-4-2/h16-23,34-35H,3-15,24-25H2,1-2H3	(NE)-N-[(7E)-1,7-bis(4-hexoxyphenyl)-7-hydroxyiminoheptylidene]hydroxylamine	CCCCCCOC1=CC=C(C=C1)C(=NO)CCCCCC(=NO)C2=CC=C(C=C2)OCCCCCC	9.200	5754730;3102716;13611334;24838599	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(5754730 3102716 13611334 24838599)	67108866	533.338	218	567751191313199611	567749496164247078	6199
1	1	0.33248794197548187	0.33248794197548187	-340.52094848662546	nul	67.150	C20H27NO3	[M + H]+	C20H28NO3+	WKGPLEUKHRVSIC	InChI=1S/C20H27NO3/c1-22-20-16-17(21)12-13-19(20)24-15-9-4-2-3-8-14-23-18-10-6-5-7-11-18/h5-7,10-13,16H,2-4,8-9,14-15,21H2,1H3	m-ANISIDINE, 4-((7-PHENOXYHEPTYL)OXY)-	COC1=C(C=CC(=C1)N)OCCCCCCCOC2=CC=CC=C2	4.800	60420	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(60420);DSSTox:(DTXSID90149215)	137506062338	330.206	219	567751267267851289	567749496185218602	6200
1	1	0.49832473189485194	0.49832473189485194	-79.93916973999471	nul	29.580	C17H23NO2	[M + H]+	C17H24NO2+	IWNHLHJZIFVFOS	InChI=1S/C17H23NO2/c1-2-3-4-5-6-7-10-14-13-17(19)15-11-8-9-12-16(15)18(14)20/h8-9,11-13,20H,2-7,10H2,1H3	1-hydroxy-2-octylquinolin-4(1H)-one	CCCCCCCCC1=CC(=O)C2=CC=CC=C2N1O	5.100	44423216	SUPERNATURAL:(SN0372828);PUBCHEM:(44423216);LOTUS:(Q104198309);DSSTox:(DTXSID30658972);hydquinrelated:();PUBMED	154888306754	274.180	217	567751147885375605	567749496252327478	6208
1	1	0.2947826838860651	0.2947826838860651	-104.46713060605254	nul	19.085	C18H21NO	[M + H]+	C18H22NO+	XTVRYXAEHPUATN	InChI=1S/C18H21NO/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19-15/h3-4,6-7,9-10,12-14H,2,5,8,11H2,1H3,(H,19,20)	Haplacutine E	CCC=CCC=CCCC1=CC(=O)C2=CC=CC=C2N1	4.500	54488188;13970984;44205807	SUPERNATURAL:(SN0439965);COCONUT:(CNP0284049);PUBCHEM:(54488188 13970984 44205807);LOTUS:(Q105341970 Q105341972 Q105341971);hydquinrelated:();KNAPSACK:(XTVRYXAEHPUATN-UHFFFAOYSA-N)	17451450386	268.170	218	567751222241997458	567749496269104698	6209
1	3	0.15804352388825685	0.15804352388825685	-160.28493203317032	nul	14.629	C9H24N4O2	[M + K]+	C9H24KN4O2+	LDEXZSLERPPKTE	InChI=1S/C9H24N4O2/c10-4-1-6-12-7-3-9(15)13-8(14)2-5-11/h8-9,12-15H,1-7,10-11H2	(1R)-3-amino-1-[[(1R)-3-(3-aminopropylamino)-1-hydroxypropyl]amino]propan-1-ol	C(CN)CNCCC(NC(CCN)O)O	-2.500	155487943	PUBCHEMANNOTATIONBIO;PUBCHEM:(155487943)	16777218	259.153	218	567751225844904629	567749496285881918	6210
1	1	0.11583127248619439	0.22383263005076298	-404.2294814354307	nul	37.728	C19H28N2O3	[M + H]+	C19H29N2O3+	HVJMJICQTDSKDS	InChI=1S/C19H28N2O3/c1-12(2)9-17(18(23)20-16(11-22)13(3)4)21-10-14-7-5-6-8-15(14)19(21)24/h5-8,12-13,16-17,22H,9-11H2,1-4H3,(H,20,23)	N-(1-hydroxy-3-methylbutan-2-yl)-4-methyl-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)pentanamide	CC(C)CC(C(=O)NC(CO)C(C)C)N1CC2=CC=CC=C2C1=O	2.700	163089905;110206102	SUPERNATURAL:(SN0136549);COCONUT:(CNP0407456);PUBCHEM:(163089905 110206102)	3145730	333.218	218	567751241573544775	567749496302659138	6211
1	2	0.07329559840180778	0.07329559840180778	-55.90905169450949	nul	7.326	C17H36S	[M + H]+	C17H37S+	AJPFEZOQEGPGAY	InChI=1S/C17H37S/c1-4-7-10-13-16-18(15-12-9-6-3)17-14-11-8-5-2/h4-17H2,1-3H3/q+1	Dihexyl(pentyl)sulfanium	CCCCCC[S+](CCCCC)CCCCCC	7.400	141102449	PUBCHEM:(141102449)	2	273.262	218	567751373866087650	567749496332019274	6216
1	1	0.4726721108720666	0.4726721108720666	-188.74388269379997	nul	16.846	C16H19NO2	[M + H]+	C16H20NO2+	OGNDPMMWXRHXND	InChI=1S/C16H19NO2/c1-11(2)9-10-13-15(19-4)12-7-5-6-8-14(12)17(3)16(13)18/h5-9H,10H2,1-4H3	N-Methylatanine	CC(=CCC1=C(C2=CC=CC=C2N(C1=O)C)OC)C	3.100	15460082	SUPERNATURAL:(SN0264791);COCONUT:(CNP0297711);PUBCHEM:(15460082);LOTUS:(Q104193346);KNAPSACK:(OGNDPMMWXRHXND-UHFFFAOYSA-N)	271581202	258.149	218	567751222158111367	567749496365573714	6219
1	4	0.28247448162473787	0.28247448162473787	-138.42047427662968	nul	21.118	C13H24O6	[M + H]+	C13H25O6+	XKFYOTHOBBFZSE	InChI=1S/C13H24O6/c1-5-16-11(14)9-10(12(15)17-6-2)13(18-7-3)19-8-4/h10,13H,5-9H2,1-4H3	Diethyl formylsuccinate diethyl acetal	CCOC(C(CC(=O)OCC)C(=O)OCC)OCC	1.200	99800	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(99800)	67108866	277.163	219	567751178818367767	567749496386545238	6220
1	1	0.1447970037933234	0.1447970037933234	-175.5623218102185	nul	52.345	C16H21NO3	[M + H]+	C16H22NO3+	GBFYPXJGTWCZME	InChI=1S/C16H21NO3/c1-2-3-10-20-11-6-7-13-12-16(18)14-8-4-5-9-15(14)17(13)19/h4-5,8-9,12,19H,2-3,6-7,10-11H2,1H3		CCCCOCCCC1=CC(=O)C2=CC=CC=C2N1O	3.710	""	""	17179869184	276.160	219	567751212129530419	567749496403322458	6222
1	1	0.01568231589086291	0.05481926223826862	-154.56336283507247	nul	126.163	C15H24O6	[M + H3N + H]+	C15H28NO6+	ZDQNWDNMNKSMHI	InChI=1S/C15H24O6/c1-6-14(16)20-12(4)9-18-8-11(3)19-10-13(5)21-15(17)7-2/h6-7,11-13H,1-2,8-10H2,3-5H3	Tripropyleneglycol diacrylate	CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C	2.200	76956819;76956820;76956821;76956824;76956825;76956826;93414	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(76956819 76956820 76956821 76956824 76956825 76956826 93414);DSSTox:(DTXSID30991775)	137506062338	318.192	221	567751275450938404	567749496424293982	6223
1	1	0.48055461644338676	0.5351909934697431	-60.997016013376125	nul	29.377	C18H23NO	[M + H]+	C18H24NO+	OLHDQSVEEMQKAE	InChI=1S/C18H23NO/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19-15/h7-10,12-14H,2-6,11H2,1H3,(H,19,20)	(e)-2-(non-2-en-1-yl)quinolin-4(1h)-one	CCCCCCC=CCC1=CC(=O)C2=CC=CC=C2N1	5.500	54156317;70272795	COCONUT:(CNP0460311);MiMeDB:(MMDBc0027815);SUPERNATURAL:(SN0268605);PUBCHEM:(54156317 70272795);LOTUS:(Q105193981);hydquinrelated:();PUBMED	18525192258	270.185	219	567751180554809641	567749496483014242	6226
1	1	0.6101916974971803	0.6684865801245758	-92.45312370111523	nul	39.135	C16H33NO2	[M + H]+	C16H34NO2+	IHSPMDXQWYKHOA	InChI=1S/C16H33NO2/c1-4-5-6-7-8-9-10-11-12-13-14-19-16(18)15-17(2)3/h4-15H2,1-3H3	Dodecyl 2-(dimethylamino)acetate	CCCCCCCCCCCCOC(=O)CN(C)C	4.950	154412088;129378	MESH:(129378);PUBCHEM:(154412088 129378);DSSTox:(DTXSID40923704);PUBMED	137438953542	272.259	218	567751219800912505	567749496503985766	6229
1	1	0.32081429332151024	0.32081429332151024	-325.95762838891466	nul	76.762	C20H27NO3	[M + H]+	C20H28NO3+	WKGPLEUKHRVSIC	InChI=1S/C20H27NO3/c1-22-20-16-17(21)12-13-19(20)24-15-9-4-2-3-8-14-23-18-10-6-5-7-11-18/h5-7,10-13,16H,2-4,8-9,14-15,21H2,1H3	m-ANISIDINE, 4-((7-PHENOXYHEPTYL)OXY)-	COC1=C(C=CC(=C1)N)OCCCCCCCOC2=CC=CC=C2	4.800	60420	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(60420);DSSTox:(DTXSID90149215)	137506062338	330.207	219	567751388512597304	567749496524957290	6232
1	7	0.019140238710058776	0.040459923887008406	-202.43750176093573	nul	57.385	C12H19N3O4	[M + H]+	C12H20N3O4+	NVJXHKMOFYGMCH	InChI=1S/C12H19N3O4/c1-11(2,3)19-10(18)14-8-6-13-15(7-8)12(4,5)9(16)17/h6-7H,1-5H3,(H,14,18)(H,16,17)	2-(4-{[(tert-butoxy)carbonyl]amino}-1H-pyrazol-1-yl)-2-methylpropanoic acid	CC(C)(C)OC(=O)NC1=CN(N=C1)C(C)(C)C(=O)O	1.100	122155748	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(122155748)	67108866	270.142	221	567751197445272074	567749496550123118	6242
1	1	0.1299307371200819	0.1299307371200819	-59.01664995830499	nul	80.264	C12H18O4	[M - H2O + H]+	C12H17O3+	XPHMADPXFSAQFO	InChI=1S/C12H18O4/c1-4-7-8-9-10(11(13)15-5-2)12(14)16-6-3/h10H,4-6,9H2,1-3H3	Diethyl 2-pent-2-ynylpropanedioate	CCC#CCC(C(=O)OCC)C(=O)OCC	2.400	13545897	PUBCHEM:(13545897)	2	209.118	221	567751375703192806	567749496592066166	6246
1	1	0.2510456235807789	0.2510456235807789	-194.37035484533376	nul	105.641	C14H20O5	[M + H]+	C14H21O5+	YHQFWDDDAPTOAH	InChI=1S/C14H20O5/c1-18-13(16)6-4-3-5-11-10(7-8-12(11)15)9-14(17)19-2/h3-4,10-11H,5-9H2,1-2H3		COC(=O)CC=CCC1C(CCC1=O)CC(=O)OC	1.666	""	LIPIDMAPS:(LMFA02020219)	2147483648	269.139	221	567751243112854389	567749496617231994	6248
1	1	0.11397628565888211	0.2262456376255044	-254.6569671997634	nul	20.642	C17H31NO6	[M + H]+	C17H32NO6+	GBFPILOKXGQZKW	InChI=1S/C17H31NO6/c1-18(2,3)13-14(12-16(21)22)24-17(23)11-9-7-5-4-6-8-10-15(19)20/h14H,4-13H2,1-3H3,(H-,19,20,21,22)/p+1	Sebacoyl-L-carnitine, analytical standard	C[N+](C)(C)CC(CC(=O)O)OC(=O)CCCCCCCCC(=O)O	2.000	131801579;131801580;71464537;71464538	LIPIDMAPS:(LMFA07070100);PUBCHEMANNOTATIONBIO;PUBCHEM:(131801579 131801580 71464537 71464538);HMDB:(HMDB0240726);CHEBI:(73057 165625)	2164260906	346.223	221	567751198447710736	567749496680146562	6257
1	3	0.20240414436301357	0.2589340980476146	-101.72335621547562	nul	33.558	C16H28O2	[M + K]+	C16H28KO2+	MECFGCCEVOFCNS	InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-13H2,1H3,(H,17,18)	2-Hexadecynoic acid	CCCCCCCCCCCCCC#CC(=O)O	7.200	19914126;151047	PUBCHEMANNOTATIONBIO;BloodExposome:(151047);LIPIDMAPS:(LMFA01030494);MESH:(151047);PUBCHEM:(19914126 151047);DSSTox:(DTXSID00182577);PUBMED	139607408710	291.171	222	567751247110026138	567749496768226954	6263
1	1	0.49039913641844063	0.49039913641844063	-337.8768311356281	nul	26.162	C19H29NO5	[M + H]+	C19H30NO5+	OCUJLLGVOUDECM	InChI=1S/C19H29NO5/c1-18(2,3)16(22)24-14-9-8-12(13(21)11-20-7)10-15(14)25-17(23)19(4,5)6/h8-10,13,20-21H,11H2,1-7H3	Dipivefrin	CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C	2.900	163322577;28125473;969492;3105;1150214;71464652	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0014592);BloodExposome:(969492 3105);PUBCHEMANNOTATIONSAFETYANDTOXIC;MESH:(3105 969492 1150214);PUBCHEM:(163322577 28125473 969492 3105 1150214 71464652);TRAIN;NORMAN:(NS00003866 NS00098948);CHEBI:(4646 4647 73714);KEGG:(C06963);DSSTox:(DTXSID1048544 DTXSID2045494 DTXSID30904623);PUBCHEMANNOTATIONDRUG;PUBMED	137560875374	352.212	222	567751242928304991	567749496797587086	6266
1	1	0.07089696530968238	0.07089696530968238	-147.5485222281873	nul	59.071	C17H22O5	[M + H]+	C17H23O5+	CTBUXXDUVRNHLX	InChI=1S/C17H22O5/c1-9-5-6-15(21-12(4)18)10(2)7-16-13(8-14(9)19)11(3)17(20)22-16/h5,7,13-16,19H,3,6,8H2,1-2,4H3	5-hydroxy-6,10-dimethyl-3-methylidene-2-oxo-2H,3H,3aH,4H,5H,8H,9H,11aH-cyclodeca[b]furan-9-yl acetate	CC1=CCC(C(=CC2C(CC1O)C(=C)C(=O)O2)C)OC(=O)C	1.200	163031535;163031536	SUPERNATURAL:(SN0054852);COCONUT:(CNP0310288);PUBCHEM:(163031535 163031536);TeroMol:(TKC191363 TKC029945);LOTUS:(Q104969699)	279969794	307.154	223	567751215203955274	567749496831141522	6267
1	1	0.07038694362428054	0.07038694362428054	-108.33390817048601	nul	68.378	C16H18O4	[M + H]+	C16H19O4+	DRRHNLFDEWIFTL	InChI=1S/C16H18O4/c1-3-19-15(17)14(16(18)20-4-2)12-8-11-13-9-6-5-7-10-13/h5-12H,3-4H2,1-2H3	diethyl 2-[(2Z)-3-phenyl-2-propenylidene]malonate	CCOC(=O)C(=CC=CC1=CC=CC=C1)C(=O)OCC	3.343	1811608;1811609;117454	NORMAN:(NS00049745);PUBCHEM:(1811608 1811609 117454);DSSTox:(DTXSID001199107);PUBCHEMANNOTATIONSAFETYANDTOXIC	137506324482	275.128	223	567751255418942443	567749496852113046	6269
1	2	0.030027242587875074	0.06325669653595212	-393.59523208949855	nul	42.494	C24H39NO6	[M + Na]+	C24H39NNaO6+	PIXPSTFNJMJUPJ	InChI=1S/C24H39NO6/c1-5-25-11-21(12-29-2)7-6-17(31-4)24-16(21)8-14(20(24)25)22(27)10-15(30-3)13-9-23(24,28)19(22)18(13)26/h13-20,26-28H,5-12H2,1-4H3	11-ethyl-6,16-dimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecane-2,4,8-triol	CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4(C5C6O)O)OC)O)OC)COC	-0.100	21629922;14287791;101636479;162954150	SUPERNATURAL:(SN0286643);COCONUT:(CNP0225026);PUBCHEM:(21629922 14287791 101636479 162954150);TeroMol:(TKC178802 TKC178803);LOTUS:(Q105209780 Q105209781);KNAPSACK:(PIXPSTFNJMJUPJ-UHFFFAOYSA-N)	8869904402	460.270	223	567751234942350084	567749496873084570	6270
1	1	0.05142476463566883	0.05142476463566883	-255.04610158072322	nul	21.832	C24H30O6	[M + H]+	C24H31O6+	XRDKWFXOXXUQJS	InChI=1S/C24H30O6/c25-23(26)19-9-13-21(14-10-19)29-17-7-5-3-1-2-4-6-8-18-30-22-15-11-20(12-16-22)24(27)28/h9-16H,1-8,17-18H2,(H,25,26)(H,27,28)	1,10-Bis(4-carboxyphenoxy)decane	C1=CC(=CC=C1C(=O)O)OCCCCCCCCCCOC2=CC=C(C=C2)C(=O)O	5.907	400760	PUBCHEM:(400760);DSSTox:(DTXSID30328007);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBMED	137506062402	415.212	223	567751223319933608	567749496915027618	6272
1	1	0.08825863287928572	0.08825863287928572	-90.79814723023075	nul	84.130	C11H16O2	[M + H]+	C11H17O2+	JMDVHIAPNBFHIR	InChI=1S/C11H16O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h4-9H,3,10H2,1-2H3	methyl deca-3,5,7-trienoate	CCC=CC=CC=CCC(=O)OC	2.800	129725847	SUPERNATURAL:(SN0169204);COCONUT:(CNP0205483);PUBCHEM:(129725847);LOTUS:(Q105131295 Q105131291 Q105131293 Q105131292)	271581186	181.123	221	567751241640653649	567749496935999142	6277
1	1	0.4807165938148459	0.4807165938148459	-64.18616749504899	nul	24.601	C18H23NO	[M + H]+	C18H24NO+	OLHDQSVEEMQKAE	InChI=1S/C18H23NO/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19-15/h7-10,12-14H,2-6,11H2,1H3,(H,19,20)	(e)-2-(non-2-en-1-yl)quinolin-4(1h)-one	CCCCCCC=CCC1=CC(=O)C2=CC=CC=C2N1	5.500	54156317;70272795	COCONUT:(CNP0460311);MiMeDB:(MMDBc0027815);SUPERNATURAL:(SN0268605);PUBCHEM:(54156317 70272795);LOTUS:(Q105193981);hydquinrelated:();PUBMED	18525192258	270.186	222	567751228923523797	567749496956970666	6278
1	1	0.3384598253707368	0.3384598253707368	-75.43541186865784	nul	35.011	C20H44N2	[M + H]+	C20H45N2+	KSTBCRYHGOWRJG	InChI=1S/C20H44N2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-19-22-20-17-18-21/h22H,2-21H2,1H3	N-Heptadecylpropane-1,3-diamine	CCCCCCCCCCCCCCCCCNCCCN	7.500	84356	NORMAN:(NS00021656);PUBCHEM:(84356);DSSTox:(DTXSID90162383)	137439215618	313.358	224	567751484016899984	567749496982136494	6279
1	1	0.39937777048861917	0.6656245149650737	-59.58446309122194	nul	40.229	C18H23NO	[M + H]+	C18H24NO+	OLHDQSVEEMQKAE	InChI=1S/C18H23NO/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19-15/h7-10,12-14H,2-6,11H2,1H3,(H,19,20)	(e)-2-(non-2-en-1-yl)quinolin-4(1h)-one	CCCCCCC=CCC1=CC(=O)C2=CC=CC=C2N1	5.500	54156317;70272795	COCONUT:(CNP0460311);MiMeDB:(MMDBc0027815);SUPERNATURAL:(SN0268605);PUBCHEM:(54156317 70272795);LOTUS:(Q105193981);hydquinrelated:();PUBMED	18525192258	270.186	227	567751259286090766	567749497011496626	6280
1	1	0.09279495795268852	0.09279495795268852	-157.08793893746628	nul	85.312	C13H20O4	[M + H]+	C13H21O4+	LYUUVYQGUMRKOV	InChI=1S/C13H20O4/c1-5-9-13(10-6-2,11(14)16-7-3)12(15)17-8-4/h5-6H,1-2,7-10H2,3-4H3		CCOC(=O)C(CC=C)(CC=C)C(=O)OCC	2.900	101524920;101524921;76664	NORMAN:(NS00005030);COCONUT:(CNP0455992);PUBCHEMANNOTATIONSAFETYANDTOXIC;CHEBI:(188661);SUPERNATURAL:(SN0219104);MESH:(76664);PUBCHEM:(101524920 101524921 76664);DSSTox:(DTXSID00185785);PUBMED	137509470310	241.143	224	567751442644284985	567749497036662454	6283
