feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_name	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
57	124.0394697453737	0.33063698	0.805395177465666			Benzenoids	0.7486822605133057			Benzenoids	0.7486822605133057	Shikimates and Phenylpropanoids	0.8296815156936646	Phenolic acids (C6-C1)	0.8970451354980469	Simple phenolic acids	0.9188375473022461	1	1.9037832227525	C6H5NO2								ISDB	3	0.52570503950119	Isonicotinic acid	123.03203	0.7798	TWBYWOBDOCUKOW	O=C(O)c1ccncc1	0002414	Organic compounds	Organoheterocyclic compounds	Pyridines and derivatives	Pyridinecarboxylic acids	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids			-0.000195599999997853		1	1	0.52570503950119	0	0	0.175235013167063
61	175.11892017666588	0.3251645	1.70475554057584			Organic acids and derivatives	0.9999802112579346	Carboxylic acids and derivatives	0.9999481439590454	Alpha amino acids	0.930640697479248	Amino acids and Peptides	0.9999064207077026	Small peptides	0.9999209642410278	Aminoacids	0.9999364614486694	343	1.96310395659865	C6H14N4O2								ISDB	10	0.304094552993774	(2S)-2-amino-5-(diaminomethylideneazaniumyl)pentanoate $ Arginine	174.11168	-1.33843	ODKSFYDXXFIFQN	N=C(N)NCCCC(N)C(=O)O	0004146	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	L-alpha-amino acids	Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides	Aminoacids			5.16879999850062e-05		1	1	0.304094552993774	0	1	0.267531017164091
66	286.1508299887877	0.32789868	1.04649480470758			Organic acids and derivatives	0.9998462200164795	Carboxylic acids and derivatives	0.9992732405662537	Peptides	0.6646265387535095	Amino acids and Peptides	0.9933985471725464	Small peptides	0.9798550605773926	Dipeptides	0.4798082113265991	1	3.89640519995681	C17H19NO3								ISDB	8	0.004346395842731	3-[[(2E,4E,6E)-octa-2,4,6-trienoyl]amino]-3-phenylpropanoic acid	285.13649	3.0071	QOUZNKNYXDVAOK	CC=CC=CC=CC(=O)NC(CC(=O)O)c1ccccc1	0001878	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Beta amino acids and derivatives	Alkaloids	Peptide alkaloids	Simple amide alkaloids	Pseudomonas		-0.00703053199998749		9	1	0.004346395842731	0.8	0.75	0.526473823639269
67	259.09231317214517	0.35004917	0.768669151725274	Organic compounds	0.158965790042786	Organic acids and derivatives	0.158965790042786	Carboxylic acids and derivatives	0.158965790042786	dummy	0.157149177854087	dummy	0.157149177854087	Small peptides	0.158965790042786	dummy	0.157149177854087	1	4.07318794233702	C10H14N2O6								ISDB	3	0.168003752827644	3,3'-(3,6-Dioxopiperazine-2,5-diyl)dipropanoic acid	258.08519	-1.3008	NDCKGUDRHBPJAQ	O=C(O)CCC1NC(=O)C(CCC(=O)O)NC1=O	0000060	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Alpha amino acids and derivatives	Amino acids and Peptides	Small peptides	Dipeptides			0.000162167999974372		1	1	0.168003752827644	0	1	0.222167417108714
72	144.60501446410387	0.32962042	2.03483604849873	Organic compounds	0.0845118775373462	Organic acids and derivatives	0.0845118775373462	Carboxylic acids and derivatives	0.0845118775373462	Dipeptides	0.0845118775373462	Amino acids and Peptides	0.0845118775373462	Small peptides	0.0845118775373462	Dipeptides	0.0845118775373462																																				
76	288.2028118575817	0.3337011	2.05553210834156			Organic acids and derivatives	0.9999997615814209	Carboxylic acids and derivatives	0.9999970197677612	Dipeptides	0.9658164978027344	Amino acids and Peptides	0.9999086856842041	Small peptides	0.9999672174453735	Dipeptides	0.9985777139663696	1	3.59665984730493	C12H25N5O3	33	0.9833134701509971	4.820248818239849	82.80970199755274	77.98945317931289			ISDB	24	0.422813177108765	(S)-2-((S)-2-Amino-4-methylpentanamido)-5-guanidinopentanoic acid	287.19574	-0.80753	SENJXOPIZNYLHU	CC(C)CC(N)C(=O)NC(CCCNC(=N)N)C(=O)O	0004830	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Dipeptides	Amino acids and Peptides	Small peptides	Dipeptides			0.000215659999980744		1	1	0.422813177108765	0	1	0.307103891869088
80	202.1549037357597	0.31975603	2.43435691209009			Organic acids and derivatives	0.995966911315918	Carboxylic acids and derivatives	0.9932169318199158	Alpha amino acids and derivatives	0.7275856137275696	Amino acids and Peptides	0.859893798828125	Small peptides	0.7702568173408508	Dipeptides	0.6000303626060486	1		C9H16N2O2	10	0.23822683818073362	2.3021610000873345	41.1257881665053	38.823627166417964	0.1659355973023914	-168.365872996586	SIRIUS			Cyclo(Ile-Ala)	184.12118	0.0356	JDRIJDPCYNFZIT	CCC(C)C1NC(=O)C(C)NC1=O	0000060	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Alpha amino acids and derivatives	Amino acids and Peptides $ Alkaloids	Small peptides $ Peptide alkaloids	Dipeptides $ Simple diketopiperazine alkaloids	Gammaproteobacteria		0.000116699909483486		1	1	0.0593944593522392	0.4	1	0.386164519483779
85	271.9905321405863	0.3345624	0.742897482448834			Organic acids and derivatives	0.9907552599906921	Carboxylic acids and derivatives	0.22933855652809143	Alpha amino acids	0.5653023719787598	Amino acids and Peptides	0.9933706521987915	Small peptides	0.9433411359786987	Aminoacids	0.9028590321540833	1		C6H13NO9S2	6	0.9622358487455906	0.0	23.368268690294897	23.368268690294897	0.34006203645550687	-176.00358478112946	SIRIUS			2-[[2-Hydroxy-1,1-bis(hydroxymethylsulfonyl)ethyl]amino]acetic acid	308.01045	-5.9	REYQUIIBHHLMAX	C(C(=O)O)NC(CO)(S(=O)(=O)CO)S(=O)(=O)CO											-36.0194994480905		1	1	0.056817024564787	0	0	0.0189390081882623
97	303.0561632168154	0.34846097	0.0705107048770611	Organic compounds	0.00252515669142892	Nucleosides, nucleotides, and analogues	0.0300120048019208	Pyrimidine nucleosides	0.120048019207683	Pyrimidine nucleosides	0.120048019207683	Carbohydrates	0.120048019207683	Nucleosides	0.120048019207683	Pyrimidine nucleos(t)ides	0.120048019207683																																				
98	152.03171735881952	0.33562553	1.94419711472217	Organic compounds	0.12238079602615	Organic acids and derivatives	0.12238079602615	Carboxylic acids and derivatives	0.12238079602615	Alpha amino acids and derivatives	0.20263230772007	Amino acids and Peptides $ Shikimates and Phenylpropanoids	0.12238079602615	Small peptides	0.12238079602615	Aminoacids	0.12238079602615	1	||	C5H7NO3|C5H7NO3|C5H7NO3	||	||	||	||	||	||	||	[1M+(Na)1]1+|[1M+(Na)1]1+|[1M+(Na)1]1+	||	||	2-(Azetidin-1-yl)-2-oxoacetic acid|DL-Pyroglutamic acid|2-Amino-3-hydroxypent-4-ynoic acid $ 2-Azaniumyl-3-hydroxypent-4-ynoate	129.04259|129.04259|129.04259	-0.6967|-0.6504|-1.6076	SKXPOIQAAMIVEO|ODHCTXKNWHHXJC|RBWXRFBKVDBXEG	O=C(O)C(=O)N1CCC1|O=C1CCC(C(=O)O)N1|C#CC(O)C(N)C(=O)O	0000060|0004322 $ 0000060|0002404	Organic compounds|Organic compounds|Organic compounds	Organic acids and derivatives|Organic acids and derivatives|Organic acids and derivatives	Carboxylic acids and derivatives|Carboxylic acids and derivatives|Carboxylic acids and derivatives	Alpha amino acids and derivatives|Proline and derivatives $ Alpha amino acids and derivatives|Alpha amino acids	Amino acids and Peptides $ Shikimates and Phenylpropanoids|Amino acids and Peptides $ Shikimates and Phenylpropanoids|Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides|Small peptides|Small peptides	Aminoacids|Aminoacids|Aminoacids	||	||	9.26411804869076e-05|9.26411804869076e-05|9.26411804869076e-05	||	1|1|1	1|1|1	0|0|0	0|0|0	1|1|1	0.166166166166166|0.166166166166166|0.166166166166166
99	362.155461816559	0.38237447	1.77353503418503			Organic acids and derivatives	0.9999986886978149	Carboxylic acids and derivatives	0.9999970197677612	Oligopeptides	0.7423447966575623	Amino acids and Peptides	0.9999786615371704	Small peptides	0.999977707862854	Dipeptides	0.9659979343414307	1	2.57046769812217	C25H19N3								ISDB	2	0	3-[bis(1H-indol-3-yl)methyl]-1H-indole	361.1579	6.3107	AXZRNKFNIAOZEK	c1ccc2c(C(c3c[nH]c4ccccc34)c3c[nH]c4ccccc34)c[nH]c2c1	0004196	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	3-alkylindoles	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	Gammaproteobacteria		0.00967360799995731		15	1	0	0.4	0	0.2002002002002
104	174.01367578748923	0.3350822	0.982216049741965	Organic compounds	0	Organoheterocyclic compounds	0	Pyridines and derivatives	0	Pyridines and derivatives	0	Alkaloids	0	Nicotinic acid alkaloids	0	Pyridine alkaloids	0	1	2.06079242470556	C6H7NOS2								ISDB	1	0	2-[(Methylthio)sulfinyl]pyridine	172.99691	1.4672	WKYZLOQGWIFQQP	CS[S+]([O-])c1ccccn1	0000089	Organic compounds	Organoheterocyclic compounds	Pyridines and derivatives	Pyridines and derivatives	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids			-0.00951815600001282		1	1	0	0	1	0.166166166166166
129	133.03180104931297	0.34392864	2.08055585608895			Lipids and lipid-like molecules	0.4803334176540375	Fatty Acyls	0.5043296217918396	Fatty acids and conjugates	0.5750699639320374	Fatty acids	0.9933746457099915	Fatty Acids and Conjugates	0.9487589597702026	Thia fatty acids	0.8935484886169434	1	1.25725263719467|1.43470511063371	C8H4O2|C8H4O2	|	|	|	|	|	|	|	ISDB|ISDB	5|6	0|0	2,4,6-Octatriynoic acid|	132.02113|132.02113	0.1011|0.4189	GYUOOLGIYHUJRP|IAJZHRLPOZFDMA	CC#CC#CC#CC(=O)O|C#CC#CC=C=CC(=O)O	0003086|0003086	Organic compounds|Organic compounds	Lipids and lipid-like molecules|Lipids and lipid-like molecules	Fatty Acyls|Fatty Acyls	Medium-chain fatty acids|Medium-chain fatty acids	Fatty acids|Fatty acids	Fatty Acids and Conjugates|Fatty Acids and Conjugates	Unsaturated fatty acids|Unsaturated fatty acids	|	|	-0.00339463200000978|-0.00339463200000978	|	4|4	1|1	0|0	0|0	1|1	0.166166166166166|0.166166166166166
130	413.163601442133	0.34448853	2.63899139392791	Organic compounds	0.0904864979570224	Organoheterocyclic compounds	0.0678648734677668	Keto acids and derivatives	0.135054021608643	O-glycosyl compounds	0.139690154888371	Fatty acids	0.279380309776742	Fatty acyl glycosides	0.139690154888371	Fatty acyl glycosides of mono- and disaccharides	0.139690154888371	1		C29H34O12								[1M+(H)1]1+ - C6H10O5 (hexose-H2O)			[3,4,5-Trihydroxy-6-[[3-(4-hydroxybenzoyl)oxy-5-(2-hydroxyethyl)-2-methylidenecyclopentyl]methoxy]oxan-2-yl]methyl 4-hydroxybenzoate	574.20503	0.8791	YMLXLKGCAAOOHQ	C=C1C(OC(=O)c2ccc(O)cc2)CC(CCO)C1COC1OC(COC(=O)c2ccc(O)cc2)C(O)C(O)C1O	0002207	Organic compounds	Organic oxygen compounds	Organooxygen compounds	O-glycosyl compounds	Shikimates and Phenylpropanoids $ Terpenoids	notClassified	notClassified			-0.00411144213296666		1	1	0	0	1	0.166166166166166
131	194.02211959277963	0.34422946	2.02557003810921	Organic compounds	0.000728904583244299	Organosulfur compounds	0.00036445229162215	Sulfonyls	0.00036445229162215	Sulfones	0.00036445229162215	dummy	0.000728904583244299	dummy	0.000728904583244299	dummy	0.000728904583244299	1	3.10749472712748	C6H11NO2S2								ISDB	3	0.00182335590943694	Erysolin	193.02312	0.914	WNCZPWWLBZOFJL	CS(=O)(=O)CCCCN=C=S	0000505	Organic compounds	Organosulfur compounds	Sulfonyls	Sulfones						0.00829659199999355		1	1	0.00182335590943694	0	1	0.166773951469312
132	150.05833218473535	0.34428298	1.56428471112466			Organic acids and derivatives	0.9999549388885498	Carboxylic acids and derivatives	0.9998774528503418	Alpha amino acids	0.9494307637214661	Amino acids and Peptides	0.9999842643737793	Small peptides	0.99998939037323	Aminoacids	0.9999852180480957	1	2.17568177060293	C5H11NO2S	16	0.9990297235754193	4.7989736585513905	79.81318659542394	75.01421293687255	0.9815265917728788	-14.018157319727475	ISDB	13	0.455239236354828	(2S)-2-ammonio-4-(methylsulfanyl)butanoate $ Methionine	149.05105	0.1514	FFEARJCKVFRZRR	CSCCC(N)C(=O)O	0004143	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Methionine and derivatives	Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides	Aminoacids			2.55919999858634e-05		1	1	0.584299878354235	0	1	0.360932792284244
134	172.04016991652819	0.3445623	1.81511182651244			Organic nitrogen compounds	0.9980161190032959	Organonitrogen compounds	0.9842899441719055	Organonitrogen compounds	0.9842899441719055	Alkaloids	0.36963003873825073	Pseudoalkaloids (transamidation)	0.16861672699451447	Aminoacids	0.15085621178150177	1	2.28103094642856	C3H10NO5P								ISDB	1	0	2-Amino-1,3-propanediol-3-phosphate	171.02966	-1.5847	WDWYJNPKBKWDBL	NC(CO)COP(=O)(O)O	0001266	Organic compounds	Organic acids and derivatives	Organic phosphoric acids and derivatives	Phosphoethanolamines	Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides	Aminoacids			-0.00326495000001614		2	1	0	0	0.666	0.110666666666667
141	391.18156702867003	0.3430193	1.65304780724331	dummy	0.0108098633842272	dummy	0.0108098633842272	dummy	0.0108098633842272	dummy	0.0108098633842272	dummy	0.00720657558948482	dummy	0.00720657558948482	dummy	0.00720657558948482	1	|||	C19H33BrO2|C21H25ClN2O2|C16H25NO6|C16H25NO6	|||	|||	|||	|||	|||	|||	|||	[1M+(H)1]1+ + (H2O)1|[1M+(H)1]1+ + (H2O)1|[1M+(Na)1]1+ + (C2H3N)1|[1M+(Na)1]1+ + (C2H3N)1	|||	|||	||2-[4-[2-(Dimethylamino)ethyl]phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol|Cropodine	372.16639|372.16046|327.16819|327.16819	4.6805|4.2154|-1.0306|-0.3127	VRQSDKGASOTMTA|ZBCMNADOWLNVRE|SLOGFBXFUNQVRD|IDBGJRAMJYRSKU	C=CC(O)CCC1C(C)(O)CCC2C(C)(C)C(Br)CCC12C|CCC1C2CC[N+]3(CCl)CCC4(C(=C2C(=O)OC)[N-]c2ccccc24)C13|CN(C)CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1|CC1C(=O)OC2CCN3CCC(COC(=O)C(C)(O)C1(C)O)C23	||0004165|0000220	||Organic compounds|Organic compounds	||Organic oxygen compounds|Organoheterocyclic compounds	||Organooxygen compounds|Pyrrolizidines	||Phenolic glycosides|Pyrrolizidines	Terpenoids|Alkaloids|Alkaloids|Alkaloids	Diterpenoids|Tryptophan alkaloids|Tyrosine alkaloids|Ornithine alkaloids	Labdane diterpenoids|Corynanthe type|Phenylethylamines|Pyrrolizidine alkaloids	|||	|||	0.00266297133003945|-0.0032670286699954|0.00239297133003902|0.00239297133003902	|||	1|1|1|1	1|1|1|1	0|0|0|0	0|0|0|0	0|0|0|0	0|0|0|0
144	189.12327240732625	0.3541994	1.47146237214309			Organic acids and derivatives	0.9999984502792358	Carboxylic acids and derivatives	0.9999920129776001	Dipeptides	0.940916895866394	Amino acids and Peptides	0.9997385144233704	Small peptides	0.9998774528503418	Dipeptides	0.993408203125	1	2.64342434399256	C8H16N2O3	10	0.9980691965189928	0.0	43.48082467951735	43.48082467951735			ISDB	14	0.248295918107033	6-Acetamido-2-azaniumylhexanoate $ 6-Acetamido-2-aminohexanoic acid	188.11609	-0.2953	DTERQYGMUDWYAZ	CC(=O)NCCCCC(N)C(=O)O	0002404	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Alpha amino acids	Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides	Aminoacids			6.83719999869936e-05		1	1	0.248295918107033	0	1	0.248931472201844
145	251.1143134596001	0.3456625	0.486311234310754			Benzenoids	0.5841507315635681			Benzenoids	0.5841507315635681	Alkaloids	0.8451756834983826	Anthranilic acid alkaloids	0.4328823983669281	Quinazoline alkaloids	0.4537331759929657	1	3.31612435152513	C10H18O7								ISDB	5	0.046389177441597		250.10525	-1.3063	FRVBFFIIHBVXJY	CC(CC(=O)O)OC1OC(C)C(O)C(O)C1O	0002207	Organic compounds	Organic oxygen compounds	Organooxygen compounds	O-glycosyl compounds	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	Pseudomonas aeruginosa		-0.0017710839999836		6	1	0.046389177441597	0.9	0	0.465913509597649
148	316.1618988651954	0.34438324	1.87243792435219			Organic acids and derivatives	0.9998695850372314	Carboxylic acids and derivatives	0.9994624257087708	Oligopeptides	0.6420179605484009	Amino acids and Peptides	0.997495710849762	Small peptides	0.9990788698196411	Dipeptides	0.8336242437362671	1		C12H21N5O5	19	0.9980027728354149	5.210101707610555	70.57951684888859	65.36941514127804	0.27836192838191764	-163.7270623687514	SIRIUS			N-Acetylglutaminylglutamine amide	316.16155	-3.0334	KLQXKYZBJWERSF	CC(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N											0.000104775909505861		1	1	0.0610772578175114	0	0	0.0203590859391705
154	251.1045308773665	0.3583151	1.30072855441811			Organic acids and derivatives	0.9999995231628418	Carboxylic acids and derivatives	0.9999957084655762	N-acyl-alpha amino acids	0.9818273186683655	Amino acids and Peptides	0.9802291393280029	Small peptides	0.9751446843147278	Dipeptides	0.7544180154800415	1	3.03116421868761	C12H14N2O4								ISDB	3	0.0209998097270727	Methyl 2-(oxamoylamino)-3-phenylpropanoate	250.09536	-0.6278	FZQPPKMMRLLOJG	COC(=O)C(Cc1ccccc1)NC(=O)C(N)=O	0000348	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Peptides	Amino acids and Peptides	Small peptides	Dipeptides			-0.00186707200001024		4	1	0.0209998097270727	0	1	0.173166102741857
159	226.0685203255349	0.348163	2.29957841418644			Organic oxygen compounds	0.9999995231628418	Organooxygen compounds	0.9999738931655884	Aminosaccharides	0.6402519941329956	Carbohydrates	0.9958621263504028	Aminosugars and aminoglycosides	0.995171844959259	Aminosugars	0.997778594493866	1	2.93478579517523|3.3948462885741|	C10H11NO5|C10H11NO5|C8H13N4O5	||	||	||	||	||	||	||	ISDB|ISDB|[1M+(Na)1]1+ - C2H2O	3|2|	0|0|	3-Hydroxy-2-[(2-hydroxybenzoyl)amino]propanoic acid||	225.06372|225.06372|245.08859	-0.4325|-0.0357|-0.82003	SAEFXOJAEDXDBM|VSPIQRUQAXOORM|CVNHFZRVSJWHMV	O=C(NC(CO)C(=O)O)c1ccccc1O|COC(=O)C=CC(=O)NC1=C(O)CCC1=O|CC(N)C(=O)NC(COC([O])=CN=N)C(=O)O	0002402|0000324|0000348	Organic compounds|Organic compounds|Organic compounds	Organic acids and derivatives|Lipids and lipid-like molecules|Organic acids and derivatives	Carboxylic acids and derivatives|Fatty Acyls|Carboxylic acids and derivatives	N-acyl-alpha amino acids|Fatty acid esters|Peptides	Amino acids and Peptides|Alkaloids|Amino acids and Peptides	Small peptides|notClassified|Small peptides	Dipeptides|notClassified|Dipeptides	Bacteria|Bacteria|Bacteria	||	0.00249845199999754|0.00249845199999754|-0.0012703255349038	||	3|3|3	1|1|1	0|0|0	0.1|0.1|0.1	0|0|0	0.05005005005005|0.05005005005005|0.05005005005005
167	224.13915973049106	0.35554737	1.8957392939379			Organic acids and derivatives	0.9049971699714661	Carboxylic acids and derivatives	0.8633376359939575	Alpha amino acids and derivatives	0.5648790001869202	Amino acids and Peptides	0.836293637752533	Small peptides	0.7667651176452637	Dipeptides	0.46070972084999084	1	3.51061720291154	C9H21NO3S								ISDB	16	0.0381902456283569	Nonylsulfamic acid	223.12421	2.1294	YOXPELHHBZBLIC	CCCCCCCCCNS(=O)(=O)O	0001181	Organic compounds	Organic acids and derivatives	Organic sulfuric acids and derivatives	Sulfuric acid monoamides						-0.00770946800000161		6	1	0.0381902456283569	0	0.75	0.137354706500744
169	338.18197096363286	0.38235864	1.80281652419973			Organic acids and derivatives	0.9999990463256836	Carboxylic acids and derivatives	0.9999922513961792	Dipeptides	0.9516913294792175	Amino acids and Peptides	0.9998458623886108	Small peptides	0.9994377493858337	Dipeptides	0.9970583915710449	1	2.91873560241918	C20H23N3O2								ISDB	10	0.0333393849432468	Pyrrolidine-1,2-dicarboxylic acid bis-benzylamide	337.17903	2.677	MYOLTTUQDQAGPD	O=C(NCc1ccccc1)C1CCCN1C(=O)NCc1ccccc1	0004322	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Proline and derivatives	Amino acids and Peptides	notClassified	notClassified			0.00430297599996266		3	1	0.0333393849432468	0	0.75	0.13573775293904
170	245.11300841838147	0.3448015	0.602652341498201			Organic acids and derivatives	0.9999991655349731	Carboxylic acids and derivatives	0.9999980926513672	Dipeptides	0.9247114658355713	Amino acids and Peptides	0.9998049139976501	Small peptides	0.9999282360076904	Dipeptides	0.9996015429496765	1	3.36866764981238	C10H16N2O5								ISDB	9	0.323257476091385	1-(4-Amino-4-carboxybutanoyl)pyrrolidine-2-carboxylic acid	244.10592	-0.7459	VBCZKAGVUKCANO	NC(CCC(=O)N1CCCC1C(=O)O)C(=O)O	0004830	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Dipeptides	Amino acids and Peptides $ Shikimates and Phenylpropanoids	Small peptides	Aminoacids $ Dipeptides			0.000197611999993796		2	1	0.323257476091385	0	1	0.273918658196628
173	184.0579961529787	0.35590747	1.12254537294588			Organic acids and derivatives	0.999998927116394	Carboxylic acids and derivatives	0.999993085861206	N-acyl-alpha amino acids	0.9377800822257996	Amino acids and Peptides	0.9171531200408936	Small peptides	0.9732210636138916	Aminoacids	0.4113127589225769	1	3.56098020947657	C8H9NO4								ISDB	2	0	Isohematinic acid	183.05316	-0.32	HWRKHCHRWDVQPP	C=C1C(=O)NC(=O)C1CCC(=O)O	0003031	Organic compounds	Organoheterocyclic compounds	Pyrrolidines	Pyrrolidine-2-ones	Amino acids and Peptides	Small peptides	Dipeptides	Bacteria		0.00243376800000306		2	1	0	0.1	1	0.216216216216216
174	269.11149759597373	0.35143507	2.09931107294222			Organic acids and derivatives	0.9999955892562866	Carboxylic acids and derivatives	0.9999786615371704	Dipeptides	0.9626614451408386	Amino acids and Peptides	0.9998961687088013	Small peptides	0.9999634027481079	Dipeptides	0.9990542531013489	1	3.53623089678602	C12H16N2O5								ISDB	8	0.169972032308579	Seryltyrosine	268.10592	-1.1763	MALNXHYEPCSPPU	NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)O	0004830	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Dipeptides	Amino acids and Peptides	Small peptides	Dipeptides			0.00169761200004359		2	1	0.169972032308579	0	1	0.222823510269026
178	233.10316417694617	0.35445464	1.75937635928547			Organic acids and derivatives	0.9999586343765259	Carboxylic acids and derivatives	0.99983811378479	Alpha amino acids and derivatives	0.9982089996337891	Amino acids and Peptides	0.9978857636451721	Small peptides	0.9965920448303223	Dipeptides	0.990766167640686	1	3.55824471524233	C9H16N2O5								ISDB	5	0.0440298058092594	N-(gamma-Aminobutyryl)glutamic acid $ 2-(4-Aminobutanoylamino)pentanedioic acid	232.10592	-0.8405	CQCYYMGLQMYXMR	NCCCC(=O)NC(CCC(=O)O)C(=O)O	0002010	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Amino acids and Peptides	Small peptides	Dipeptides			0.00999761200000648		7	1	0.0440298058092594	0	1	0.180842768102586
183	310.1757995011367	0.35996282	0.326295364634106			Organic acids and derivatives	0.9999988079071045	Carboxylic acids and derivatives	0.999992847442627	Dipeptides	0.9727028608322144	Amino acids and Peptides	0.9997077584266663	Small peptides	0.9994874000549316	Dipeptides	0.9987305998802185	1	3.57708015014005	C15H23N3O4	24	0.9791836880511623	0.0	69.80765579468189	69.80765579468189			ISDB	15	0.498246163129807		309.16886		MYTOTTSMVMWVJN	NCCCCC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O											0.000332216000003882		1	1	0.498246163129807	0	0	0.166082054376602
185	213.12330168108528	0.3640814	2.18606415839898			Organic acids and derivatives	0.9999983310699463	Carboxylic acids and derivatives	0.9999949932098389	Dipeptides	0.9584552049636841	Amino acids and Peptides	0.9985257983207703	Small peptides	0.9998255372047424	Dipeptides	0.9980669617652893	1	3.8303879157773	C10H16N2O3	5	0.9938487766871444	2.5790691083899064	21.096511069261027	18.51744196087112			ISDB	7	0.177402138710022	3-Isopropyl-6-hydroxy-1,6-trimethylenepiperazine-2,5-dione	212.11609	-0.5482	WIAREGARJIKKRJ	CC(C)C1NC(=O)C2(O)CCCN2C1=O	0000060	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Alpha amino acids and derivatives	Amino acids and Peptides	Small peptides	Dipeptides			6.83719999869936e-05		2	1	0.177402138710022	0	1	0.22530021240284
190	291.14230942215306	0.36270103	2.38565485382692			Organic acids and derivatives	0.9999934434890747	Carboxylic acids and derivatives	0.9999674558639526	Dipeptides	0.6349385380744934	Amino acids and Peptides	0.9997591376304626	Small peptides	0.999879002571106	Dipeptides	0.958579957485199	1	3.40090879668872	C15H18N2O4								ISDB	3	0	2-[[2-(6-Hydroxy-1H-indol-3-yl)acetyl]amino]-3-methylbutanoic acid	290.12666	1.6414	SEUUNRVBBVWRRE	CC(C)C(NC(=O)Cc1c[nH]c2cc(O)ccc12)C(=O)O	0002402	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	N-acyl-alpha amino acids	Amino acids and Peptides	Small peptides	Dipeptides			-0.00836694399998805		5	1	0	0	1	0.166166166166166
