formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	C11H16O2	[M + H]+	C11H17O2+	Terpenoids	0.726	Monoterpenoids	0.399	Wax monoesters	0.456	Lipids and lipid-like molecules	0.750	Organic compounds	1.000							Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	181.123	221	567751241640653649	567749496935999142	6277
1	C18H23NO	[M + H]+	C18H24NO+	Alkaloids	1.000	Anthranilic acid alkaloids	1.000	Quinoline alkaloids	0.998	Hydroquinolones	0.991	Quinolones and derivatives	0.994	Quinolines and derivatives	0.999	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Hydroquinolines; Hydroquinolones; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	270.186	222	567751228923523797	567749496956970666	6278
1	C20H44N2	[M + H]+	C20H45N2+	Alkaloids	0.942	Ornithine alkaloids	0.962	Polyamines	0.993	Dialkylamines	0.516	Secondary amines	0.470	Amines	0.987	Organonitrogen compounds	1.000	Organic nitrogen compounds	1.000	Organic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	313.358	224	567751484016899984	567749496982136494	6279
1	C18H23NO	[M + H]+	C18H24NO+	Alkaloids	1.000	Anthranilic acid alkaloids	1.000	Quinoline alkaloids	0.996	Hydroquinolones	0.992	Quinolones and derivatives	0.994	Quinolines and derivatives	0.999	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Hydroquinolines; Hydroquinolones; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	270.186	227	567751259286090766	567749497011496626	6280
1	C13H20O4	[M + H]+	C13H21O4+	Terpenoids	0.615	Monoterpenoids	0.183	Iridoids monoterpenoids	0.152	Fatty acid esters	0.570	Fatty Acyls	0.629	Lipids and lipid-like molecules	0.795	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	241.143	224	567751442644284985	567749497036662454	6283
1	C15H24O6	[M + H]+	C15H25O6+	Terpenoids	0.672	Monoterpenoids	0.341	Iridoids monoterpenoids	0.540	Fatty acid esters	0.632	Fatty Acyls	0.695	Lipids and lipid-like molecules	0.849	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	301.165	224	567751299610129510	567749497061828282	6284
2	C34H63N9	[M + H]+	C34H64N9+	Alkaloids	0.969	Ornithine alkaloids	0.673	Polyamines	0.843	Heteroaromatic compounds	0.806	Organoheterocyclic compounds	0.817	Organic compounds	1.000					Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Amines; Tertiary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	598.530	224	567751438634530344	567749497112159938	6299
1	C15H26O5	[M + H]+	C15H27O5+	Fatty acids	0.807	Fatty esters	0.241	Dicarboxylic acids	0.337	Dicarboxylic acids and derivatives	0.602	Carboxylic acids and derivatives	0.966	Organic acids and derivatives	0.963	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	287.184	225	567751324151002293	567749497158297290	6305
1	C17H31NO6	[M + H]+	C17H32NO6+	Fatty acids	0.573	Aminosugars and aminoglycosides	0.111	Fatty acyl carnitines	0.058	1,2-aminoalcohols	0.765	Alkanolamines	0.732	Amines	0.983	Organonitrogen compounds	1.000	Organic nitrogen compounds	1.000	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Dialkylamines; Polyols; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.222	227	567751258518533121	567749497179268814	6306
2	C11H27N3O4	[M + Na]+	C11H27N3NaO4+	Amino acids and Peptides	0.884	Small peptides	0.877	Aminoacids	0.564	Alpha amino acids and derivatives	0.596	Amino acids and derivatives	0.667	Amino acids, peptides, and analogues	0.672	Carboxylic acids and derivatives	0.726	Organic acids and derivatives	0.834	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288.187	225	567751239627387697	567749497208628946	6307
2	C32H42N8O2	[M + H]+	C32H43N8O2+	Alkaloids	0.972	Anthranilic acid alkaloids	0.267	Quinoline alkaloids	0.448	Hydroquinolones	0.987	Quinolones and derivatives	0.992	Quinolines and derivatives	0.989	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Pyridines and derivatives; Tetrazoles; Alkyl aryl ethers; Lactams; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Pyridinones; Quinolines and derivatives; Hydroquinolines; Hydroquinolones; Hydropyridines; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	571.354	225	567751234661331704	567749497267349210	6310
1	C18H23NO2	[M + H]+	C18H24NO2+	Alkaloids	1.000	Anthranilic acid alkaloids	1.000	Quinoline alkaloids	0.999	Hydroxyquinolones	0.840	Quinolones and derivatives	0.994	Quinolines and derivatives	0.999	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Hydroxyquinolines; Pyridines and derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyridinones; Quinolines and derivatives; Hydroxyquinolones; Hydroquinolines; Hydroquinolones; Benzenoids; Vinylogous acids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	286.180	224	567751393172469093	567749497300903646	6314
1	C18H23NO2	[M + Na]+	C18H23NNaO2+	Alkaloids	0.868	Tyrosine alkaloids	0.346	Isoquinoline alkaloids	0.184	Benzenoids	0.955	Organic compounds	1.000							Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	308.162	225	567751318111204522	567749497326069474	6315
3	C48H73NO12	[M + H]+	C48H74NO12+	Polyketides	0.584	Macrolides	0.680	Open-chain polyketides	0.358	Heteroaromatic compounds	0.551	Organoheterocyclic compounds	0.987	Organic compounds	1.000					Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	856.527	225	567751468330202890	567749497376401130	6317
1	C13H20O4	[M + H]+	C13H21O4+	Terpenoids	0.665	Monoterpenoids	0.287	Iridoids monoterpenoids	0.263	Fatty acid esters	0.707	Fatty Acyls	0.737	Lipids and lipid-like molecules	0.868	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	241.144	221	567751279041262639	567749497397372654	6321
1	C15H24O6	[M + H]+	C15H25O6+	Terpenoids	0.688	Sesquiterpenoids	0.273	Iridoids monoterpenoids	0.539	Fatty acid esters	0.692	Fatty Acyls	0.739	Lipids and lipid-like molecules	0.879	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	301.165	221	567751248733221808	567749497418344178	6322
1	C15H24O6	[M + H3N + H]+	C15H28NO6+	Terpenoids	0.488	Monoterpenoids	0.307	Iridoids monoterpenoids	0.599	Fatty acid esters	0.672	Fatty Acyls	0.716	Lipids and lipid-like molecules	0.838	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	318.191	226	567751239933571900	567749497439315702	6328
1	C14H20O5	[M + H]+	C14H21O5+	Terpenoids	0.724	Sesquiterpenoids	0.610	Macrolide lactones	0.309	Dicarboxylic acids and derivatives	0.562	Carboxylic acids and derivatives	0.979	Organic acids and derivatives	0.984	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	269.139	224	567751293348033627	567749497523201794	6337
2	C13H28O4	[M + Na]+	C13H28NaO4+	Fatty acids	0.997	Fatty acyls	0.995	Fatty alcohols	0.997	Fatty alcohols	0.636	Fatty Acyls	0.653	Lipids and lipid-like molecules	0.581	Organic compounds	1.000			Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	271.189	227	567751309823259797	567749497565144838	6339
4	C31H52N2O4	[M + K]+	C31H52KN2O4+	Alkaloids	0.889	Anthranilic acid alkaloids	0.685	Quinoline alkaloids	0.589	Hydroquinolones	0.832	Quinolones and derivatives	0.855	Quinolines and derivatives	0.898	Organoheterocyclic compounds	0.982	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyridinones; Quinolines and derivatives; Hydroquinolines; Hydroquinolones; Hydropyridines; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	555.359	227	567751315976303778	567749497607087886	6344
7	C18H29N11O2	[M + H]+	C18H30N11O2+	Alkaloids	0.551	Pseudoalkaloids (transamidation)	0.238	Purine alkaloids	0.263	Dialkylarylamines	0.504	Tertiary alkylarylamines	0.465	Tertiary amines	0.814	Amines	0.967	Organonitrogen compounds	1.000	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Furazans; Trialkylamines; Amines; Primary amines; Tertiary amines; Imidolactams; Aralkylamines; Dialkylarylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	432.260	228	567751302067991671	567749497628059410	6348
1	C19H30O8	[M + H3N + H]+	C19H34NO8+	Terpenoids	0.976	Sesquiterpenoids	0.588	Quassinoids	0.088	Prenol lipids	0.763	Lipids and lipid-like molecules	0.824	Organic compounds	1.000					Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	404.229	228	567751251904115655	567749497649030934	6349
2	C20H26N4O4	[M + Na]+	C20H26N4NaO4+	Amino acids and Peptides	0.539	Small peptides	0.469	Dipeptides	0.114	Amino acids and derivatives	0.549	Amino acids, peptides, and analogues	0.551	Carboxylic acids and derivatives	0.959	Organic acids and derivatives	0.982	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	409.183	228	567751280513463356	567749497674196762	6350
4	C18H27N5O	[M + Na]+	C18H27N5NaO+	Alkaloids	0.868	Pseudoalkaloids (transamidation)	0.194	Carboline alkaloids	0.022	Benzene and substituted derivatives	0.759	Benzenoids	0.890	Organic compounds	1.000					Organic compounds; Organoheterocyclic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Guanidines; Azoles; Dialkyl ethers; Benzene and substituted derivatives; Benzenoids; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	352.212	229	567751576685852853	567749497699362590	6354
1	C19H25NO	[M + H]+	C19H26NO+	Alkaloids	1.000	Anthranilic acid alkaloids	1.000	Quinoline alkaloids	0.999	Hydroquinolones	0.996	Quinolones and derivatives	0.997	Quinolines and derivatives	0.999	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Hydroquinolines; Hydroquinolones; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284.201	229	567751390496503119	567749497716139810	6359
2	C34H50N2O3	[M + Na]+	C34H50N2NaO3+	Fatty acids	0.828	Anthranilic acid alkaloids	0.180	Pyridine alkaloids	0.123	Benzenoids	0.935	Organic compounds	1.000							Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	557.374	230	567751247789503397	567749497774860074	6365
1	C18H25NO	[M + H]+	C18H26NO+	Alkaloids	1.000	Anthranilic acid alkaloids	1.000	Quinoline alkaloids	0.996	Hydroquinolones	0.993	Quinolones and derivatives	0.995	Quinolines and derivatives	0.999	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Hydroquinolines; Hydroquinolones; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	272.201	230	567751452542842518	567749497816803122	6370
1	C13H18O5	[M + H]+	C13H19O5+	Terpenoids	0.506	Cyclic polyketides	0.239	Macrolide lactones	0.124	Carboxylic acid esters	0.855	Carboxylic acid derivatives	0.871	Carboxylic acids and derivatives	0.939	Organic acids and derivatives	0.965	Organic compounds	1.000	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	255.123	230	567751571254229137	567749497867134778	6378
1	C19H25NO2	[M + H]+	C19H26NO2+	Alkaloids	1.000	Anthranilic acid alkaloids	0.999	Quinoline alkaloids	0.999	Hydroxyquinolones	0.881	Quinolones and derivatives	0.994	Quinolines and derivatives	0.998	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Hydroxyquinolines; Pyridines and derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyridinones; Quinolines and derivatives; Hydroxyquinolones; Hydroquinolines; Hydroquinolones; Hydropyridines; Benzenoids; Vinylogous acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	300.196	235	567751464031041241	567749497892300606	6379
4	C18H33N5O4	[M + Na]+	C18H33N5NaO4+	Alkaloids	0.537	Small peptides	0.487	Dipeptides	0.154	Amino acids and derivatives	0.811	Amino acids, peptides, and analogues	0.811	Carboxylic acids and derivatives	0.967	Organic acids and derivatives	0.976	Organic compounds	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	406.244	232	567751349321020622	567749497913272130	6381
1	C22H46N2	[M + H]+	C22H47N2+	Alkaloids	0.928	Ornithine alkaloids	0.838	Polyamines	0.964	Monoalkylamines	0.840	Primary amines	0.835	Amines	0.968	Organonitrogen compounds	1.000	Organic nitrogen compounds	1.000	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	339.374	231	567751386885207339	567749497938437958	6384
4	C20H37N5O4	[M + Na]+	C20H37N5NaO4+	Amino acids and Peptides	0.353	Pseudoalkaloids (transamidation)	0.200	Cyclamides	0.023	Aralkylamines	0.532	Amines	0.882	Organonitrogen compounds	1.000	Organic nitrogen compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Benzene and substituted derivatives; Benzenoids; Amines; Alkanolamines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	434.275	232	567751352294782169	567749497976186702	6387
3	C16H30O7	[M + Na]+	C16H30NaO7+	Terpenoids	0.969	Sesquiterpenoids	0.957	Arteminisin	0.873	Artemisinins	0.546	Sesquiterpenoids	0.696	Prenol lipids	0.669	Lipids and lipid-like molecules	0.782	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Sesquiterpenoids; Acetals; Carbonyl compounds; Artemisinins; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	357.191	233	567751450110146167	567749497997158226	6388
1	C17H23NO2	[M + H]+	C17H24NO2+	Alkaloids	1.000	Anthranilic acid alkaloids	0.999	Quinoline alkaloids	0.995	Hydroxyquinolones	0.749	Quinolones and derivatives	0.985	Quinolines and derivatives	0.995	Organoheterocyclic compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Hydroxyquinolines; Pyridines and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Hydroxyquinolones; Hydroquinolines; Hydroquinolones; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274.180	233	567751393092777306	567749498034906970	6390
1	C23H28N2O3	[M + H]+	C23H29N2O3+	Amino acids and Peptides	0.994	Small peptides	0.957	Dipeptides	0.879	Dipeptides	0.735	Peptides	0.860	Amino acids, peptides, and analogues	0.999	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	381.217	234	567751446960223849	567749498051684190	6393
1	C18H39N	[M + H]+	C18H40N+	Fatty acids	0.635	Ornithine alkaloids	0.274	Polyamines	0.419	Trialkylamines	0.507	Tertiary amines	0.573	Amines	0.948	Organonitrogen compounds	1.000	Organic nitrogen compounds	1.000	Organic compounds; Organonitrogen compounds; Trialkylamines; Amines; Tertiary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	270.316	235	567751552979646501	567749498068461410	6395
2	C24H39NO6	[M + Na]+	C24H39NNaO6+	Amino acids and Peptides	0.377	Linear polyketides	0.232	Open-chain polyketides	0.187	Fatty Acyls	0.595	Lipids and lipid-like molecules	0.830	Organic compounds	1.000					Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	460.270	236	567751483073181575	567749498085238630	6396
1	C24H30O6	[M + H]+	C24H31O6+	Shikimates and Phenylpropanoids	0.697	Lignans	0.531	Neolignans	0.063	Benzene and substituted derivatives	0.657	Benzenoids	0.934	Organic compounds	1.000					Organic compounds; Organoheterocyclic compounds; Ethers; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	415.212	236	567751396846679441	567749498131375986	6399
1	C24H30O6	[M + H3N + H]+	C24H34NO6+	Shikimates and Phenylpropanoids	0.426	Lignans	0.155	Furanoid lignans	0.047	Benzene and substituted derivatives	0.764	Benzenoids	0.934	Organic compounds	1.000					Organic compounds; Organoheterocyclic compounds; Ethers; Organooxygen compounds; Dialkyl ethers; Acetals; Benzene and substituted derivatives; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	432.238	236	567751286339351622	567749498148153206	6400
3	C14H31NO6	[M + Na]+	C14H31NNaO6+	Fatty acids	0.961	Fatty Acids and Conjugates	0.416	Sphingoid bases	0.481	Fatty Acyls	0.880	Lipids and lipid-like molecules	0.859	Organic compounds	1.000					Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	332.207	237	567751306354570367	567749498211067782	6408
3	C32H48N2O4	[M + Na]+	C32H48N2NaO4+	Alkaloids	0.907	Tyrosine alkaloids	0.201	Isoquinoline alkaloids	0.224	Amino acids and derivatives	0.726	Amino acids, peptides, and analogues	0.727	Carboxylic acids and derivatives	0.911	Organic acids and derivatives	0.905	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	547.354	237	567751477964519270	567749498223650698	6411
